,address,zipcode,city,state,latitude,longitude,amount
954,36 South Logan Street,,,,,,
955,4918 Harlan Street,80212,Denver,CO,39.785999,-105.062265,446375
956,598 Kalamath Street,,,,,,
957,2227 Glenarm Place,,,,,,
958,2846 Lafayette Street,80205,Denver,CO,39.75792,-104.970527,598498
959,1217 East 9th Avenue,80218,Denver,CO,39.730605,-104.972642,
960,3226 West Colorado Avenue,,,,,,
961,3170 East 5th Avenue,80206,Denver,CO,39.723955,-104.950263,1510488
962,341 Clarkson Street,80218,Denver,CO,39.721009,-104.977825,516926
963,1287 Wolff Street,,,,,,
964,3444 Navajo Street,80211,Denver,CO,39.765295,-105.004013,931185
965,3389 Saint Paul Street,,,,,,
966,2862 Larimer Street,,,,,,
967,1175 South Pennsylvania Street,,,,,,
968,84 South Lincoln Street,80209,Denver,CO,39.714966,-104.985904,
969,157 West 2nd Avenue,80223,Denver,CO,39.719661,-104.990608,
970,1735 West 33rd Avenue,80211,Denver,CO,39.763565,-105.007288,1837207
971,663 South High Street,80209,Denver,CO,39.704511,-104.965489,1825102
972,1312 South Edison Way,80222,Denver,CO,39.692471,-104.930294,529539
973,321 West 3rd Avenue,80223,Denver,CO,39.721102,-104.992563,556510
974,1085 Jersey Street,80220,Denver,CO,39.733336,-104.919793,551486
975,1362 Mariposa Street,80204,Denver,CO,39.738018,-105.002419,480144
976,1827 Pearl Street,80203,Denver,CO,39.745378,-104.980169,739976
977,8372 East 26th Avenue,,,,,,
978,3132 West Colorado Avenue,,,,,,
979,60 South Lincoln Street,80209,Denver,CO,39.715342,-104.985899,
980,3216 Vine Street,80205,Denver,CO,39.762346,-104.96186,446856
981,1409 East 24th Avenue,80205,Denver,CO,39.75219,-104.970502,459123
982,84 Inca Street,80223,Denver,CO,39.718128,-104.997288,565155
983,2251 Hooker Street,80211,Denver,CO,39.751018,-105.028758,813280
984,2435 West Argyle Place,80211,Denver,CO,39.761415,-105.016626,529976
985,2080 South Josephine Street,80210,Denver,CO,39.678929,-104.957701,
986,1112 Saint Paul Street,80206,Denver,CO,39.733974,-104.950264,
987,1070 Mariposa Street,80204,Denver,CO,39.733406,-105.002452,391088
988,2725 West 21st Avenue,80211,Denver,CO,39.748951,-105.021211,611640
989,9003 East 25th Drive,,,,,,
990,3900 Wyandot Street,80211,Denver,CO,39.770646,-105.014375,545621
991,932 Inca Street,,,,,,
992,1160 Lincoln Street,80210,Denver,CO,39.695485,-104.985979,1042040
993,5095 Alcott Street,80221,Denver,CO,39.789097,-105.01731,335557
994,3050 West 36th Avenue,80211,Denver,CO,39.766256,-105.026627,674958
995,4737 Zuni Street,80211,Denver,CO,39.782689,-105.016152,399160
996,777 South Ogden Street,80209,Denver,CO,39.702502,-104.976074,867040
997,785 South Ogden Street,80209,Denver,CO,39.702402,-104.976074,618392
998,1314 Lipan Street,80204,Denver,CO,39.737212,-105.001184,765491
999,1554 Marion Street,80218,Denver,CO,39.741088,-104.971796,668248
1000,1564 Newton Street,80204,Denver,CO,39.741993,-105.03666,548099
1001,1877 West Louisiana Avenue,,,,,,
1002,601 East 19th Avenue,,,,,,
1003,3630 West 32nd Avenue,,,,,,
1004,3344 Meade Street,80211,Denver,CO,39.764811,-105.035466,656874
1005,2666 Perry Street,80212,Denver,CO,39.756065,-105.03895,607454
1006,3485 West Louisiana Avenue,80219,Denver,CO,39.693279,-105.033127,367697
1007,4532 Federal Boulevard,80211,Denver,CO,39.779081,-105.024968,
1008,174 South Corona Street,80209,Denver,CO,39.713383,-104.974241,833424
1009,1 Osceola Street,80030,Westminster,CO,39.835027,-105.039419,397384
1010,1144 Lafayette Street,80218,Denver,CO,39.734526,-104.970339,983747
1011,5140 Vallejo Street,80221,Denver,CO,39.790048,-105.013212,501209
1012,1970 South Logan Street,80210,Denver,CO,39.680855,-104.982507,
1013,3670 East Bruce Randolph Avenue,,,,,,
1014,656 East Iowa Avenue,80210,Denver,CO,39.687341,-104.979688,743857
1015,3497 Garfield Street,,,,,,
1016,35 South Bryant Street,80219,Denver,CO,39.715956,-105.01857,351496
1017,170 South Jackson Street,80209,Denver,CO,39.713602,-104.942085,361665
1018,1121 Downing Street,80210,Denver,CO,39.69613,-104.973758,970997
1019,5036 Tennyson Street,80212,Denver,CO,39.788058,-105.043602,878994
1020,721 Garfield Street,80206,Denver,CO,39.727779,-104.944298,593693
1021,1379 West Alaska Place,80223,Denver,CO,39.708763,-105.005665,324268
1022,4058 Shoshone Street,80211,Denver,CO,39.772784,-105.009293,420187
1023,63 South Logan Street,80209,Denver,CO,39.717745,-104.98295,645903
1024,2041 Lawrence Street,80205,Denver,CO,39.753055,-104.99121,
1025,234 Logan Street,80203,Denver,CO,39.720025,-104.982283,281870
1026,3803 South Jasmine Street,,,,,,
1027,5050 West 46th Avenue,80212,Denver,CO,39.780038,-105.051748,697766
1028,1868 South Logan Street,80210,Denver,CO,39.682779,-104.982643,845097
1029,3615 Williams Street,80205,Denver,CO,39.767295,-104.966281,513126
1030,711 South Clarkson Street,80209,Denver,CO,39.703639,-104.978423,662172
1031,1155 East 9th Avenue,80218,Denver,CO,39.730919,-104.9735,
1032,4575 Wolff Street,80212,Denver,CO,39.779765,-105.048914,673175
1033,279 Delaware Street,80223,Denver,CO,39.720755,-104.993117,439959
1034,2485 Curtis Street,,,,,,
1035,930 15th Street,,,,,,
1036,1312 East 22nd Avenue,80205,Denver,CO,39.749248,-104.971688,655269
1037,2350 East Louisiana Avenue,80210,Denver,CO,39.692799,-104.958949,632854
1038,580 South Sherman Street,80209,Denver,CO,39.706005,-104.984823,577878
1039,7114 East 17th Avenue,80203,Denver,CO,39.743007,-104.983102,
1040,2555 West 33rd Avenue,80211,Denver,CO,39.763509,-105.018658,663139
1041,2100 South Ash Street,,,,,,
1042,3225 South Elm Street,80222,Denver,CO,39.658367,-104.929826,421761
1043,2131 18th Street,80202,Denver,CO,39.757655,-105.003307,1831624
1044,543 South Lincoln Street,,,,,,
1045,5069 East 29th Avenue,,,,,,
1046,1277 Raleigh Street,80204,Denver,CO,39.736203,-105.041954,534882
1047,3737 West 32nd Avenue,,,,,,
1048,1240 Pennsylvania Street,80210,Denver,CO,39.69395,-104.981253,563022
1049,1238 Mariposa Street,80204,Denver,CO,39.736015,-105.00245,375276
1050,2531 Ogden Street,,,,,,
1051,1070 Downing Street,80218,Denver,CO,39.73334,-104.972646,640991
1052,3697 East 38th Avenue,,,,,,
1053,290 South Grant Street,80209,Denver,CO,39.711406,-104.983669,683998
1054,4314 Bryant Street,80211,Denver,CO,39.775707,-105.018536,547187
1055,1031 Marion Street,80218,Denver,CO,39.732578,-104.972106,955896
1056,4710 West 34th Avenue,80212,Denver,CO,39.764655,-105.04799,1256058
1057,3139 West Mexico Avenue,,,,,,
1058,455 Pennsylvania Street,80203,Denver,CO,39.723563,-104.981455,
1059,3525 West 49th Avenue,80221,Denver,CO,39.785752,-105.034069,559226
1060,1615 Martin Luther King Jr Boulevard,,,,,,
1061,630 East 16th Avenue,80203,Denver,CO,39.741546,-104.979173,
1062,2525 West Arkansas Avenue,80219,Denver,CO,39.69167,-105.017075,365261
1063,5727 Biscay Street,,,,,,
1064,534 West 4th Avenue,80223,Denver,CO,39.722256,-104.995036,469019
1065,2457 Grove Street,80211,Denver,CO,39.753491,-105.027167,362844
1066,166 South Logan Street,80209,Denver,CO,39.71349,-104.982368,
1067,2299 East Warren Avenue,,,,,,
1068,3 South Parker Road,80231,Denver,CO,39.698036,-104.900934,222256
1069,1824 South Grant Street,80210,Denver,CO,39.683476,-104.983705,682838
1070,3648 South Ulster Street,,,,,,
1071,1423 East 29th Avenue,,,,,,
1072,2821 Stuart Street,80212,Denver,CO,39.757682,-105.043131,963192
1073,1500 Curtis Street,,,,,,
1074,5250 Cherry Creek South Drive,80246,Denver,CO,39.698285,-104.926961,
1075,2350 Colorado Boulevard,80207,Denver,CO,39.752089,-104.940244,875791
1076,1420 Stout Street,,,,,,
1077,1428 West Mississippi Avenue,,,,,,
1078,8150 East 28th Place,,,,,,
1079,1010 South Josephine Street,80209,Denver,CO,39.698086,-104.957788,1147956
1080,4372 East Evans Avenue,,,,,,
1081,3270 Vrain Street,80212,Denver,CO,39.7636,-105.046639,780146
1082,939 East 11th Avenue,80218,Denver,CO,39.733962,-104.975554,
1083,630 Newton Street,80204,Denver,CO,39.726819,-105.036967,404072
1084,3125 West Colorado Avenue,80219,Denver,CO,39.685228,-105.026772,478074
1085,1400 Osceola Street,80204,Denver,CO,39.738667,-105.037805,994524
1086,2557 Marion Street,80205,Denver,CO,39.754311,-104.972473,607683
1087,117 West Byers Place,,,,,,
1088,8199 East 28th Place,80238,Denver,CO,39.75743,-104.893032,678115
1089,2238 East 31st Avenue,,,,,,
1090,2 South Lincoln Street,80209,Denver,CO,39.716404,-104.985979,838258
1091,2796 Utica Street,,,,,,
1092,3369 South Yosemite Street,,,,,,
1093,3334 South Yosemite Street,,,,,,
1094,6044 East Cedar Avenue,,,,,,
1095,7936 East 19th Avenue,,,,,,
1096,1350 South Washington Street,80210,Denver,CO,39.692043,-104.978925,481747
1097,1025 Grape Street,80207,Denver,CO,39.748041,-104.924951,671607
1098,3586 Akron Court,80238,Denver,CO,39.766648,-104.882923,636508
1099,2815 West 36th Avenue,80211,Denver,CO,39.766983,-105.022382,451959
1100,3350 West 19th Avenue,80204,Denver,CO,39.746173,-105.030792,394891
1101,4413 East Montana Place,,,,,,
1102,2735 Zenobia Street,80212,Denver,CO,39.756606,-105.052389,544557
1103,832 26th Street,80205,Denver,CO,39.755492,-104.98166,425063
1104,3437 Vallejo Street,80211,Denver,CO,39.765156,-105.013103,587422
1105,2441 West 35th Avenue,80211,Denver,CO,39.765913,-105.016888,547607
1106,1620 West 34th Avenue,80211,Denver,CO,39.764277,-105.006006,392653
1107,2675 West Arkansas Avenue,80219,Denver,CO,39.690992,-105.019721,
1108,3060 Josephine Street,80205,Denver,CO,39.760547,-104.958226,410893
1109,3315 Columbine Street,80205,Denver,CO,39.763536,-104.95766,567595
1110,1219 South Raritan Street,80223,Denver,CO,39.694594,-105.008985,394450
1111,2348 East 13th Avenue,,,,,,
1112,4162 Hooker Street,80211,Denver,CO,39.774237,-105.028476,685764
1113,2117 South Corona Street,,,,,,
1114,2615 West 25th Avenue,80211,Denver,CO,39.75396,-105.019573,
1115,1163 West 38th Avenue,,,,,,
1116,1445 Detroit Street,80206,Denver,CO,39.739204,-104.954458,
1117,1145 South Perry Street,80219,Denver,CO,39.695911,-105.040547,322222
1118,476 South Sherman Street,80209,Denver,CO,39.707861,-104.984875,564608
1119,930 South Pennsylvania Street,80209,Denver,CO,39.699709,-104.981221,826169
1120,1715 East 17th Avenue,80218,Denver,CO,39.743403,-104.966735,748186
1121,3381 Fillmore Street,80210,Denver,CO,39.673431,-104.954081,2843753
1122,1052 Lipan Street,80204,Denver,CO,39.733119,-105.001202,400606
1123,1525 South Quieto Court,80223,Denver,CO,39.688976,-105.008117,318832
1124,5228 East Thrill Place,,,,,,
1125,1212 Columbine Street,80206,Denver,CO,39.735511,-104.957113,1023400
1126,2942 Gaylord Street,80205,Denver,CO,39.759088,-104.960774,610605
1127,1070 Knox Court,80204,Denver,CO,39.7343,-105.031828,402501
1128,979 Lipan Street,80204,Denver,CO,39.731929,-105.001918,618786
1129,4555 Elm Court,80211,Denver,CO,39.779399,-105.023135,494126
1130,1530 King Street,80204,Denver,CO,39.74109,-105.032724,
1131,2136 South Ash Street,,,,,,
1132,1010 31st Street,80205,Denver,CO,39.761252,-104.977234,560098
1133,300 Sherman Street,80203,Denver,CO,39.721088,-104.984665,666810
1134,2351 East Louisiana Avenue,80210,Denver,CO,39.693095,-104.958949,518538
1135,1669 Erie Street,80211,Denver,CO,39.761043,-105.01094,453259
1136,1545 Ogden Street,80210,Denver,CO,39.688509,-104.976081,828219
1137,19 East Maple Avenue,80209,Denver,CO,39.714042,-104.986565,399049
1138,7020 East 35th Avenue,,,,,,
1139,4117 Tejon Street,80211,Denver,CO,39.773326,-105.011558,504858
1140,2109 East 16th Avenue,80206,Denver,CO,39.741876,-104.961842,1015983
1141,7800 East 28th Drive,,,,,,
1142,7537 Montview Boulevard,,,,,,
1143,1632 Vine Street,80206,Denver,CO,39.742285,-104.961902,765056
1144,4536 Quieto Court,80211,Denver,CO,39.778553,-105.006699,329524
1145,1509 Osceola Street,,,,,,
1146,1626 South Xavier Street,80219,Denver,CO,39.687233,-105.0497,315349
1147,3221 Quitman Street,80212,Denver,CO,39.762551,-105.040799,589819
1148,3263 South Glencoe Street,80222,Denver,CO,39.657413,-104.92557,397263
1149,1433 South Carlan Court,80219,Denver,CO,39.690339,-105.018791,367604
1150,3 East Virginia Avenue,,,,,,
1151,1038 Buchtel Boulevard South,,,,,,
1152,2499 West 50th Avenue,,,,,,
1153,807 East 5th Avenue,80218,Denver,CO,39.724268,-104.977235,
1154,166 South Logan Street,80209,Denver,CO,39.71349,-104.982368,
1155,237 Galapago Street,80223,Denver,CO,39.720102,-104.996698,469032
1156,3890 Winona Court,80212,Denver,CO,39.770921,-105.047136,1343838
1157,6250 East 22nd Avenue,,,,,,
1158,1466 West Tennessee Avenue,80223,Denver,CO,39.697828,-105.003132,331337
1159,1359 Gaylord Street,80206,Denver,CO,39.73793,-104.961362,258094
1160,1235 Glenarm Place,,,,,,
1161,4400 South Quebec Street,80237,Denver,CO,39.637102,-104.903251,
1162,2905 Federal Boulevard,,,,,,
1163,2114 East 14th Avenue,80206,Denver,CO,39.738172,-104.961885,
1164,1882 Central Street,,,,,,
1165,1415 East 29th Avenue,80205,Denver,CO,39.758407,-104.970526,488755
1166,548 Delaware Street,80204,Denver,CO,39.725023,-104.992579,486602
1167,1243 Vine Street,80206,Denver,CO,39.735827,-104.962603,
1168,2033 Rosemary Street,,,,,,
1169,3934 Humboldt Street,80205,Denver,CO,39.769609,-104.968949,349003
1170,3498 Dexter Street,,,,,,
1171,3226 Wyandot Street,80211,Denver,CO,39.76257,-105.014022,1053221
1172,3035 East Alameda Avenue,80209,Denver,CO,39.711544,-104.951415,2445897
1173,3822 Winona Court,80212,Denver,CO,39.770029,-105.047125,
1174,820 15th Street,80202,Denver,CO,39.745259,-104.995032,
1175,1210 South Dale Court,80219,Denver,CO,39.694548,-105.02121,343780
1176,1309 Amherst Circle,80210,Denver,CO,39.666143,-104.972261,
1177,2854 Larimer Street,,,,,,
1178,20404 East 48th Place,,,,,,
1179,1882 Race Street,80206,Denver,CO,39.746326,-104.963266,
1180,2319 Hooker Street,80211,Denver,CO,39.751614,-105.028697,611883
1181,19766 East 54th Avenue,,,,,,
1182,1905 East 28th Avenue,80205,Denver,CO,39.757251,-104.964424,695038
1183,125 Grove Street,80219,Denver,CO,39.718629,-105.026692,399650
1184,7212 East 16th Avenue,,,,,,
1185,4135 Dunkirk Way,,,,,,
1186,3220 Meade Street,80211,Denver,CO,39.762684,-105.03547,
1187,3530 East 8th Avenue,80206,Denver,CO,39.728936,-104.945395,768678
1188,5882 East 33rd Avenue,,,,,,
1189,2915 Franklin Street,80205,Denver,CO,39.758616,-104.968763,393716
1190,1425 Saint Paul Street,80206,Denver,CO,39.738838,-104.950957,734364
1191,2532 South Birch Street,80222,Denver,CO,39.669823,-104.936373,463285
1192,4516 West 36th Avenue,80212,Denver,CO,39.766393,-105.045357,597074
1193,1611 Hooker Street,80204,Denver,CO,39.743059,-105.028743,894856
1194,1221 Galapago Street,80204,Denver,CO,39.73572,-104.997319,672397
1195,1127 20th Street,80202,Denver,CO,39.75263,-104.991972,
1196,1836 South Lincoln Street,80210,Denver,CO,39.683219,-104.986027,595097
1197,315 Logan Street,80203,Denver,CO,39.742209,-104.981973,
1198,4358 Ceylon Court,,,,,,
1199,2523 Stout Street,80205,Denver,CO,39.75478,-104.981979,516450
1200,3075 Martin Luther King Jr Boulevard,,,,,,
1201,532 East 1st Avenue,80203,Denver,CO,39.718113,-104.980652,640806
1202,1090 Lincoln Street,,,,,,
1203,7755 East Quincy Avenue,80237,denver,CO,39.63839,-104.89482,295999
1204,2547 East 28th Avenue,,,,,,
1205,3359 Ivy Street,,,,,,
1206,2107 West 29th Avenue,80211,Denver,CO,39.758652,-105.012039,
1207,305 Park Avenue West,80205,Denver,CO,39.74975,-104.979937,
1208,2829 East 16th Avenue,80206,Denver,CO,39.742226,-104.953798,
1209,1152 South Alcott Street,80219,Denver,CO,39.695801,-105.016228,347387
1210,1315 South Lincoln Street,80210,Denver,CO,39.69267,-104.986592,620502
1211,119 South Locust Street,80222,Denver,CO,39.751595,-104.913648,303106
1212,2423 East 11th Avenue,80206,Denver,CO,39.733974,-104.957942,599257
1213,3711 East 17th Avenue,,,,,,
1214,491 East Cedar Avenue,,,,,,
1215,2573 South Acoma Street,,,,,,
1216,2208 South Grant Street,80210,Denver,CO,39.676406,-104.983702,612057
1217,3719 Kalamath Street,80211,DENVER,CO,39.7685,-105.000894,
1218,2621 York Street,80210,Denver,CO,39.668989,-104.960908,527571
1219,800 Kalamath Street,,,,,,
1220,3600 Lowell Boulevard,80236,Denver,CO,39.650695,-105.034269,
1221,3050 South Forest Street,80222,Denver,CO,39.662519,-104.927006,440413
1222,2942 Arapahoe Street,80205,Denver,CO,39.7604,-104.978942,436635
1223,4994 Alcott Street,80221,Denver,CO,39.787281,-105.016645,626899
1224,1457 31st Street,,,,,,
1225,2720 Columbine Street,80205,Denver,CO,39.756268,-104.956958,551733
1226,2632 West 26th Avenue,80211,Denver,CO,39.754464,-105.019986,857060
1227,2830 Josephine Street,80205,Denver,CO,39.757547,-104.9582,622623
1228,7467 East 11th Avenue,,,,,,
1229,910 Santa Fe Drive,80204,Denver,CO,39.730866,-104.998315,150867
1230,2685 Grape Street,80207,Denver,CO,39.756282,-104.924921,793406
1231,3030 West 19th Avenue,80204,Denver,CO,39.746199,-105.02627,534772
1232,8340 East Colfax Avenue,80207,Denver,CO,39.749489,-104.902439,499091
1233,4059 Alcott Street,80211,Denver,CO,39.772771,-105.017764,545909
1234,417 West 4th Avenue,80223,Denver,CO,39.722775,-104.993268,978374
1235,1647 Gaylord Street,80206,Denver,CO,39.742513,-104.961332,732809
1236,3137 West 34th Avenue,80211,Denver,CO,39.764894,-105.028441,609188
1237,2983 Osceola Street,80212,Denver,CO,39.760029,-105.038441,506595
1238,1330 Fox Street,80204,Denver,CO,39.737611,-104.994976,
1239,1333 Jackson Street,80206,Denver,CO,39.737458,-104.943065,605801
1240,1234 East 27th Avenue,80205,Denver,CO,39.755582,-104.972318,308907
1241,4932 Trenton Street,,,,,,
1242,3569 Cook Street,,,,,,
1243,2825 East 9th Avenue,80206,Denver,CO,39.730674,-104.953207,1222915
1244,1250 Zenobia Street,80204,Denver,CO,39.736075,-105.051767,482105
1245,2907 West 46th Avenue,80211,Denver,CO,39.780357,-105.023127,460914
1246,626 Osceola Street,80204,Denver,CO,39.726719,-105.038064,374094
1247,3710 Kalamath Street,80211,Denver,CO,39.768466,-105.000254,474727
1248,236 East Louisiana Avenue,,,,,,
1249,4359 Pecos Street,,,,,,
1250,1201 East 9th Avenue,80218,Denver,CO,39.730605,-104.972642,
1251,1724 West 43rd Avenue,80211,Denver,CO,39.775178,-105.008452,513801
1252,4566 Wyandot Street,80211,Denver,CO,39.779426,-105.013949,351948
1253,3469 West 35th Avenue,80211,Denver,CO,39.765856,-105.033858,530227
1254,3457 Bryant Street,80211,Denver,CO,39.765508,-105.019274,927341
1255,2524 Clermont Street,80222,Denver,CO,39.669941,-104.935132,576402
1256,4543 East 16th Avenue,80220,Denver,CO,39.741627,-104.934417,628515
1257,1523 Market Street,,,,,,
1258,801 South Emerson Street,80209,Denver,CO,39.701876,-104.977246,525872
1259,2822 Race Street,80205,Denver,CO,39.757492,-104.963101,664208
1260,1800 Grove Street,80204,Denver,CO,39.745444,-105.026559,287822
1261,124 South Logan Street,80209,Denver,CO,39.71422,-104.982383,580552
1262,6795 East Tennessee Avenue,,,,,,
1263,4104 Winona Court,80212,Denver,CO,39.773088,-105.047137,1524423
1264,2310 Franklin Street,80205,Denver,CO,39.750983,-104.968143,386579
1265,2509 Ogden Street,80205,Denver,CO,39.75352,-104.974748,482569
1266,1614 East 16th Avenue,80218,Denver,CO,39.741438,-104.966871,439713
1267,3430 Clay Street,80211,Denver,CO,39.765076,-105.020166,516329
1268,2753 West Irvington Place,80219,Denver,CO,39.717773,-105.021509,347185
1269,3324 Tejon Street,80211,Denver,CO,39.763839,-105.010325,833026
1270,3642 West 39th Avenue,,,,,,
1271,3063 Zuni Street,80211,Denver,CO,39.760578,-105.016053,852963
1272,3025 Umatilla Street,80211,Denver,CO,39.760221,-105.012169,496742
1273,850 Lincoln Street,,,,,,
1274,6991 East Quincy Avenue,,,,,,
1275,913 15th Street,,,,,,
1276,3275 West 18th Avenue,80204,Denver,CO,39.745336,-105.029558,670467
1277,1921 West 47th Avenue,80211,Denver,CO,39.781621,-105.010094,447233
1278,800 Grant Street,80203,Denver,CO,39.745567,-104.983956,
1279,419 West 13th Avenue,80204,Denver,CO,39.737001,-104.993389,
1280,4353 East Colfax Avenue,,,,,,
1281,852 South Washington Street,80209,Denver,CO,39.701017,-104.978921,
1282,1300 Clayton Street,80206,Denver,CO,39.73698,-104.9548,301488
1283,1927 West 33rd Avenue,80211,Denver,CO,39.763479,-105.010282,677773
1284,99 West Bayaud Avenue,80223,Denver,CO,39.715047,-104.989769,860464
1285,1910 South Pearl Street,80210,Denver,CO,39.681855,-104.98018,748618
1286,651 Grant Street,,,,,,
1287,1822 East 31st Avenue,80205,Denver,CO,39.76052,-104.965218,440627
1288,3314 Marion Street,80205,Denver,CO,39.763596,-104.971757,362195
1289,1632 Jackson Street,,,,,,
1290,2521 Champa Street,80205,Denver,CO,39.755437,-104.982874,515549
1291,1212 Columbine Street,80206,Denver,CO,39.735511,-104.957113,1023400
1292,1643 South Clayton Street,,,,,,
1293,5141 Chambers Road,,,,,,
1294,3018 Champa Street,,,,,,
1295,6795 East Tennessee Avenue,,,,,,
1296,2475 West Dunkeld Place,,,,,,
1297,2499 Decatur Street,80211,Denver,CO,39.753454,-105.022287,949876
1298,2820 Welton Street,80205,Denver,CO,39.755862,-104.9761,
1299,4338 East Montview Boulevard,,,,,,
1300,867 South Corona Street,80209,Denver,CO,39.700757,-104.974885,555044
1301,290 South Clarkson Street,80209,Denver,CO,39.711247,-104.977831,487079
1302,1026 28th Street,80205,Denver,CO,39.758759,-104.981083,363579
1303,928 West 13th Avenue,80204,Denver,CO,39.736669,-104.999544,291311
1304,5798 East Alameda Avenue,,,,,,
1305,3073 West 18th Avenue,80204,Denver,CO,39.745358,-105.026368,241027
1306,4177 Julian Street,80211,Denver,CO,39.774461,-105.031411,645434
1307,339 Forest Street,,,,,,
1308,2420 Franklin Street,80205,Denver,CO,39.752356,-104.968051,883442
1309,3034 Race Street,80205,Denver,CO,39.760191,-104.963088,463063
1310,3553 Ivanhoe Street,,,,,,
1311,3401 West 34th Avenue,80211,Denver,CO,39.764699,-105.016633,
1312,4419 West Colfax Avenue,80204,Denver,CO,39.736793,-105.044663,315518
1313,2417 East 12th Avenue,80206,Denver,CO,39.735308,-104.958146,843543
1314,4223 East 11th Avenue,,,,,,
1315,140 South Eliot Street,80219,Denver,CO,39.714108,-105.023546,368630
1316,1155 30th Street,,,,,,
1317,901 Colorado Boulevard,80241,Thornton,CO,39.926537,-104.942154,
1318,1373 South Josephine Street,80210,Denver,CO,39.691563,-104.958432,596796
1319,1560 Vine Street,80206,Denver,CO,39.741169,-104.961906,1350415
1320,303 South Broadway,80210,Denver,CO,39.687177,-104.987147,426481
1321,3539 Milwaukee Street,,,,,,
1322,15555 East 40th Avenue,80239,Denver,CO,39.775748,-104.807499,
1323,3275 Ivy Street,,,,,,
1324,4518 West 34th Avenue,80212,Denver,CO,39.76457,-105.045659,427097
1325,15475 East Andrews Drive,80239,Denver,CO,39.774317,-104.80731,205943
1326,3501 West Louisiana Avenue,80219,Denver,CO,39.693279,-105.033321,340273
1327,936 Kalamath Street,80204,Denver,CO,39.731221,-104.999748,981675
1328,3158 West 16th Avenue,,,,,,
1329,720 South Logan Street,80209,Denver,CO,39.703331,-104.982425,780930
1330,3225 Clay Street,80211,Denver,CO,39.762537,-105.020822,512046
1331,3256 Clay Street,80211,Denver,CO,39.763118,-105.020277,447200
1332,3121 West 17th Avenue,80204,Denver,CO,39.744227,-105.027548,465179
1333,1425 East 26th Avenue,80205,Denver,CO,39.754668,-104.969987,476887
1334,1758 Washington Street,80203,Denver,CO,39.744334,-104.978415,682910
1335,1205 West 39th Avenue,80211,Denver,CO,39.770701,-105.001965,346420
1336,3658 Clay Street,80211,Denver,CO,39.767796,-105.020129,318762
1337,4122 West Greenwood Place,80236,Denver,CO,39.655681,-105.040211,449997
1338,2401 Larimer Street,80202,Denver,CO,39.748866,-104.998117,1278081
1339,858 South Pennsylvania Street,80209,Denver,CO,39.700882,-104.98144,1404759
1340,3171 West 38th Avenue,80211,Denver,CO,39.769644,-105.029298,507262
1341,2100 West 30th Avenue,,,,,,
1342,1824 West 39th Avenue,80211,Denver,CO,39.770259,-105.008685,655393
1343,2131 Downing Street,80205,Denver,CO,39.748906,-104.973534,746840
1344,4560 Osceola Street,80212,Denver,CO,39.779498,-105.037767,389819
1345,3459 Navajo Street,80211,Denver,CO,39.765495,-105.004455,806942
1346,2826 Umatilla Street,80211,Denver,CO,39.757712,-105.011406,
1347,3222 Raleigh Street,80212,Denver,CO,39.762559,-105.041345,544694
1348,978 Lipan Street,80204,Denver,CO,39.731937,-105.00126,434707
1349,251 East 12th Avenue,,,,,,
1350,850 Lincoln Street,,,,,,
1351,1260 22nd Street,,,,,,
1352,3233 Osage Street,80211,Denver,CO,39.762683,-105.005595,401887
1353,2520 Gaylord Street,80205,Denver,CO,39.753679,-104.960623,606021
1354,5138 West 46th Avenue,80212,Denver,CO,39.780037,-105.053003,368593
1355,1128 East 21st Avenue,,,,,,
1356,3245 Gaylord Street,80205,Denver,CO,39.762863,-104.961329,569469
1357,3151 West 25th Avenue,80211,Denver,CO,39.7539,-105.028134,662978
1358,4145 Yates Street,80212,Denver,CO,39.773901,-105.051207,502919
1359,1033 26th Street,80205,Denver,CO,39.757195,-104.983206,309677
1360,3300 Elizabeth Street,80205,Denver,CO,39.763391,-104.95571,520413
1361,21337 48th Drive,,,,,,
1362,1536 Holly Street,80220,Denver,CO,39.740943,-104.921942,527428
1363,19061 East 51st Place,,,,,,
1364,4430 Raleigh Street,80212,Denver,CO,39.777257,-105.041265,492837
1365,200 East 9th Avenue,,,,,,
1366,8919 East 53rd Avenue,,,,,,
1367,5820 West 50th Avenue,80212,Denver,CO,39.787615,-105.060468,569071
1368,1038 Lipan Street,80204,Denver,CO,39.732855,-105.00121,407578
1369,998 South Pearl Street,80209,Denver,CO,39.698581,-104.980064,664720
1370,1018 Lipan Street,80204,Denver,CO,39.732559,-105.001456,406966
1371,1890 Gaylord Street,,,,,,
1372,9767 West Stanford Avenue,80123,Denver,CO,39.634885,-105.107769,432492
1373,9788 West Stanford Avenue,,,,,,
1374,3421 Valentia Street,,,,,,
1375,2652 Front View Crescent Drive,80211,Denver,CO,39.749521,-105.019806,490579
1376,2635 West Holden Place,80204,Denver,CO,39.735826,-105.020279,395298
1377,2743 West Yale Avenue,,,,,,
1378,1510 Wazee Street,80202,Denver,CO,39.7503,-105.000809,
1379,1045 West 10th Avenue,80204,Denver,CO,39.732288,-105.001357,498309
1380,1693 South Quitman Street,80219,Denver,CO,39.685518,-105.041425,396253
1381,4430 West 32nd Avenue,80212,Denver,CO,39.76187,-105.044778,738240
1382,1513 Harrison Street,80206,Denver,CO,39.740463,-104.941947,311101
1383,5551 Xanadu Street,80239,Denver,CO,39.796115,-104.830137,338344
