,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
1836,"Charming renovated 1920’s home in the Valverde Park neighborhood - 1 mile from the Santa Fe art district with great culture, galleries and coffee shops. 2 miles from the Broncos stadium and downtown Denver.","Charming renovated 1920’s home in the Valverde Park neighborhood - 1 mile from the Santa Fe art district with great culture, galleries and coffee shops. 2 miles from the Broncos stadium and downtown Denver. This is a beautifully renovated home with great amenities.  3 bedrooms with office space, pull out sofa and wash room.  Comfortably sleeps 8. South facing windows the home gets lots of bright light.   But Please NOTE - there is no A/C in this home and the third bedroom is a basement space so cooler in that room but the ceilings are low - 6'. We are currently working on making the yard a farmette with raised beds in the back and hopefully chickens to come next spring! Thus we are in the midst of outside home improvements so there is currently updates being made to the yard.  It is an older home so there are some funky qualities that go along with (Website hidden by Airbnb) a/c, sticky doors etc. but we love it and hope you will too! 3rd bedroom is in a finished basement space with lo",Valverde Park is a sweet and friendly neighborhood that has a lot of Latin and Vietnamese influence so lots of great Pho and Mexican.  Our street is quiet and the neighbors are great but it definitely is not one of the more affluent neighborhoods in the city.  We are 2 blocks off Federal Blvd. which is a busy city road and has a lot of local color.  Saturday and Sunday nights locals like to tailgate but the noise does not travel down the block and our area stays pretty quiet and relaxed.,4,4,4,4,110,60,100,8,3,2.0,House,Entire home/apt,39.71418,-105.0235,80219,100_200,2.0413926851582302,south,86,1,2
1839,"This well maintained, bright and open townhouse feels more like a single family house.  You have your own private backyard, is in a GREAT location to walk to many local eateries, playgrounds or coffee shops including:  Snooze Eatery, Starbucks, Trader Joe's, Swing Thai, Blue Pan Pizza and Chipotle to name a few. Congress Park Pool is less than a mile away and is open to the public during the summer months.","This well maintained, bright and open townhouse feels more like a single family house.  You have your own private backyard, is in a GREAT location to walk to many local eateries, playgrounds or coffee shops including:  Snooze Eatery, Starbucks, Trader Joe's, Swing Thai, Blue Pan Pizza and Chipotle to name a few. Congress Park Pool is less than a mile away and is open to the public during the summer months. Located near Rose Hospital, VA Hospital, Trader Joes, Blue Pan Pizza, 12th Avenue shops, Congress Park & Pool and many, many more!  Within close proximity to Cherry Creek shopping and Downtown Denver. Master bedroom mattress is a Tempurpedic. Entire house and backyard. I've lived in Denver for over 20 years so please feel free to ask for any recommendations. Congress Park is a great centrally located neighborhood that is easily accessible by public transportation or on foot.  We have some great restaurants, coffee shops, playgrounds and wine bars nearby.  Cherry Creek neighborhood is","Congress Park is a great centrally located neighborhood that is easily accessible by public transportation or on foot.  We have some great restaurants, coffee shops, playgrounds and wine bars nearby.  Cherry Creek neighborhood is close as well.",4,11,18,114,100,100,200,4,2,1.0,Townhouse,Entire home/apt,39.73082,-104.94106000000001,80206,under_100,2.0,central,72,5,4
1847,"Comfortably spacious, private one-bedroom basement apartment located in a quiet and lovely neighborhood in the Highlands. Equidistant from Highlands Square and the Shops of Tennyson Street (both just six blocks away), it's a quick walk to coffee houses, bars, restaurants, and so many  art galleries and smart shops.  Six minute drive to downtown.  Quiet street lends to rest and relaxation and easy access to I-70 for motoring to the mountains for hiking, biking or skiing.  Sleeps 3-4 comfortably.","Comfortably spacious, private one-bedroom basement apartment located in a quiet and lovely neighborhood in the Highlands. Equidistant from Highlands Square and the Shops of Tennyson Street (both just six blocks away), it's a quick walk to coffee houses, bars, restaurants, and so many  art galleries and smart shops.  Six minute drive to downtown.  Quiet street lends to rest and relaxation and easy access to I-70 for motoring to the mountains for hiking, biking or skiing.  Sleeps 3-4 comfortably. There is ample (free)  street parking available near house and in neighborhood if you are renting a car or driving your own.  Shouldn't be a problem to find a space within a block of our home. The bedroom comes with linens, pillows, dresser, reading nook and closet complete with hangers, clothes iron and board.  The living space has a pull out sofa bed and linens, 52"" TV screen with Roku, DVD player with many movies from which to choose and free WIFI.   Dining area features a pub height table fo","The Highlands Square area is great for a fun evening of dinner and drinks, delicious coffee on-the-go or in the mornings (if Keurig cups don't satisfy), or the Sunday Farmer's Market in late spring and summer.  Tennyson Street (between 38th and 46th is filled with restaurants, bars, art galleries and shops as well as Cesar Chavez Park if you are traveling with young children or enjoy spending time under a shady tree.   Kingsoopers, Natural Grocers and Sprouts are within a mile from the home.   Guest Welcome Book in apartment provides detailed listing of local eateries, bars, coffee houses and shops to pique your interest and locate where to satisfy your cravings. Tennyson Street hosts First Friday (of the month) Art Walks  and we have a great, little Farmers Market on W 32nd Avenue between Lowell and Perry every Sunday morning June through September.",17,17,17,17,80,39,250,4,1,1.0,Apartment,Entire home/apt,39.76458,-105.04573,80212,under_100,1.9030899869919398,northwest,73,2,4
1874,"Mariposa Platz is a 3 bedroom, 2.5 bathroom home offers two outdoor spaces that are really rare to find in this area. The yard is perfect for lounging and socializing, and the rooftop offers an incredible view of the city skyline. Also of full use to you, is a detached garage where you can safely park your car.  Whether you’re looking to relax, entertain or a little bit of both, we have you covered and can’t wait to host you.","Mariposa Platz is a 3 bedroom, 2.5 bathroom home offers two outdoor spaces that are really rare to find in this area. The yard is perfect for lounging and socializing, and the rooftop offers an incredible view of the city skyline. Also of full use to you, is a detached garage where you can safely park your car.  Whether you’re looking to relax, entertain or a little bit of both, we have you covered and can’t wait to host you. A modern home that is well organized Entire Home with 2 Car detached garage Happy travels and please feel free to reach out with any questions! The best part about Highlands (LoHi) is that its close enough to downtown to take advantage of all that the city has to offer but it’s far enough removed so that you can relax and really enjoy your stay without all the hustle. Private Garage with Home Street Parking 10 minutes from Union Station Train and Light Rail Hub Bus Stop on block 40 Minutes From DIA",The best part about Highlands (LoHi) is that its close enough to downtown to take advantage of all that the city has to offer but it’s far enough removed so that you can relax and really enjoy your stay without all the hustle.,1,5,5,5,144,119,600,5,3,2.5,House,Entire home/apt,39.76547,-105.00426000000002,80211,100_200,2.1583624920952498,northwest,85,1,4
1888,"Recently renovated, spacious, modern, and comfortable home with all the amenities. This is my own house, and I welcome people of all backgrounds. My place is only a few minutes from great bars, restaurants, and shops, and easy to access from i70 or i25. There is both on and off street parking, a nice back yard, and lots of space inside. Amenities include washer/dryer, clean crisp white sheets and towels, a smart TV and a giant couch, WiFi and much more. It’s a great house to relax in!","Recently renovated, spacious, modern, and comfortable home with all the amenities. This is my own house, and I welcome people of all backgrounds. My place is only a few minutes from great bars, restaurants, and shops, and easy to access from i70 or i25. There is both on and off street parking, a nice back yard, and lots of space inside. Amenities include washer/dryer, clean crisp white sheets and towels, a smart TV and a giant couch, WiFi and much more. It’s a great house to relax in! This a very clean, modern, bright house, with all the amenities. It was renovated about two years ago and looks great with dark hardwood floors, exposed brick, and a full finished basement. Marble countertops, exposed brick, modern appliances, and high quality furnishings will make you feel comfortable and relaxed. If you rent my place it includes the full house, except for closets I have locked and the garage. You have full front and back access to the property and it’s not shared with anyone. My manager","Quiet neighborhood with great neighbors, lots of parking, and shops, bars, restaurants, and coffee shops within walking distance.",5,5,18,143,125,100,400,4,2,2.0,House,Entire home/apt,39.762879999999996,-104.96126000000001,80205,100_200,2.0969100130080602,central,72,1,2
1894,"The 810 square foot downstairs is for you!  Walking distance to the fun & safe Wash Park, Capital Hill, Baker, and South Broadway neighborhoods - You won't run out of things to do during your visit! Guest space includes queen bed, 90 in HD projection TV (Netflix & DirectTVNOW w/ HBO), work space, plenty of storage for clothes, microwave, coffee maker, mini fridge, bar, dart board, private bathroom, and 1 car garage. Ideal for 1-2 guest, comfortably accommodates groups up to 4.","The 810 square foot downstairs is for you!  Walking distance to the fun & safe Wash Park, Capital Hill, Baker, and South Broadway neighborhoods - You won't run out of things to do during your visit! Guest space includes queen bed, 90 in HD projection TV (Netflix & DirectTVNOW w/ HBO), work space, plenty of storage for clothes, microwave, coffee maker, mini fridge, bar, dart board, private bathroom, and 1 car garage. Ideal for 1-2 guest, comfortably accommodates groups up to 4. The bedroom / living room is 325 square feet of the 810 finished square footage of the downstairs. The mattress is a queen memory foam topped with a hypoallergenic plush mattress pad. The bedding is very comfortable and additional blankets and pillows are available.  Plenty of storage for clothing and other items! Spacious work space at the built in desk - perfect for business trips. The 1080 HD projection screen can play Netflix & DIRECTV NOW with HBO - fully equipped with great surround sound!  Right outside of","The location is great for many reasons: -Tons of great restaurants close by (many of which are walking distance) -Only a couple miles from the heart of downtown (usually a 5 minute Uber ride!) -Just a few miles from Broncos stadium, Coors field, Pepsi Center, and many concert venues Denver has to offer -Washington Park is less than 2 miles away and is one of, if not the best, park in Denver. -Usually about 30-45 minutes from the airport depending on traffic.",6,6,6,6,79,40,0,4,1,1.0,Bungalow,Private room,39.72094,-104.98279,80203,under_100,1.89762709129044,central,84,8,0
1943,"Built in 1911 but remodeled in 2018, this upscale garden-level studio apartment is a great place to hang your hat while in Denver for work or adventure.  This apartment includes a brand-new kitchen and bathroom, a luxurious queen-sized bed, and access to a fenced-in backyard with hot tub.  The neighborhood is vibrant and hip, and only minutes from bars, restaurants, entertainment, and parks.","Built in 1911 but remodeled in 2018, this upscale garden-level studio apartment is a great place to hang your hat while in Denver for work or adventure.  This apartment includes a brand-new kitchen and bathroom, a luxurious queen-sized bed, and access to a fenced-in backyard with hot tub.  The neighborhood is vibrant and hip, and only minutes from bars, restaurants, entertainment, and parks. The space was just remodeled from scratch in August 2018. It includes beautiful new flooring, stainless steel appliances, and granite countertops.  All dishware and appliances are brand new!  In addition to the apartment, access to a beautiful backyard with a hot tub is perfect for cool nights! The entry door to this apartment is in the backyard.  Access to the backyard is through a fence on the south side of the house.  The house is split into two units, with the hosts living in the other unit.  Access with this reservation is the entire private apartment with private entrance, as well as the shar","The South City Park / Congress Park Neighborhood is home to quiet residential streets bordered by lively entertainment. Within walking distance from the house are bars, restaurants, breweries, diners, gyms, yoga studios, salons, coffee shops, retail stores, ice cream parlors, liquor stores, fast food, live music venues, museums, parks, a health food supermarket and a zoo! Most importantly, the Sprouts Farmer's Market (grocery store) is conveniently located 2 blocks from the house, with a liquor store across the street.",13,19,19,19,109,49,0,2,0,1.0,Apartment,Entire home/apt,39.74044,-104.94215,80206,100_200,2.0374264979406203,central,71,2,7
1969,"Private room and bathroom in hip condo built in 1890.   You will have the bottom floor to yourself.    Very close to RINO, Coors Field, the Fillmore, Light Rail, and Downtown.  Ideal location and a very nice room. My place is located 3 blocks from public transportation (light rail) and there is ample free (easy) parking on the street.  I look forward to hosting you!","Private room and bathroom in hip condo built in 1890.   You will have the bottom floor to yourself.    Very close to RINO, Coors Field, the Fillmore, Light Rail, and Downtown.  Ideal location and a very nice room. My place is located 3 blocks from public transportation (light rail) and there is ample free (easy) parking on the street.  I look forward to hosting you! Very near all the hip neighborhoods.  Can walk everywhere. Private room and private bathroom. I am here to help you. Close to city park, RINO, 17th avenue, and most of the major music venues. Easy free on street parking.  I am located in a historic residential neighborhood, but still very close to all the action.","Close to city park, RINO, 17th avenue, and most of the major music venues.",12,12,12,12,62,7,300,2,1,1.0,Townhouse,Private room,39.75217,-104.97397,80205,under_100,1.79239168949825,central,78,5,4
1997,"Enjoy the DU neighborhood with this private, basement unit with private entrance. There is a full-bath, living room with couch and TV, one enclosed bedroom with a double bed, access to washer/dryer, and plenty of light from the windows. The space has recently been remodeled so you'll enjoy a comfy, pleasant time in this area you can call your home away from home. Wifi and coffee. Animals may be considered but access to the backyard will be restricted. BE ADVISED: you will hear noise, see below.","Enjoy the DU neighborhood with this private, basement unit with private entrance. There is a full-bath, living room with couch and TV, one enclosed bedroom with a double bed, access to washer/dryer, and plenty of light from the windows. The space has recently been remodeled so you'll enjoy a comfy, pleasant time in this area you can call your home away from home. Wifi and coffee. Animals may be considered but access to the backyard will be restricted. BE ADVISED: you will hear noise, see below. The location is amazing for just about anywhere you want to go in Denver. The unit is in a highly coveted, and safe neighborhood near the University of Denver. The unit is ~15 minutes from downtown, ~1.5 miles from Washington Park, walking distance to restaurants, shops, and bars along the University and Evans corridor. Light-rail is within walking or biking distance. Red Rocks and the airport are an easy ~35 minute drive, depending on traffic. The space does NOT include a microwave or refrigera",0,2,5,16,16,60,45,0,3,1,1.0,House,Entire home/apt,39.68202,-104.94896000000001,80210,under_100,1.7781512503836399,south,74,1,4
2001,"Featuring all brand new furnishings, this contemporary custom home built in 2016, includes 3,800 sq. ft. of living space plus an amazing roof top deck with breathtaking city views. The location cannot be beat as it's located near downtown Denver, across the street from Mile High Stadium and easy access to Red Rocks. The home features beautiful hickory flooring and stunning finishes throughout with 5 bed/ 4.5 bath. The five-piece master suite includes a soaking tub, fireplace and walk in closet.","Featuring all brand new furnishings, this contemporary custom home built in 2016, includes 3,800 sq. ft. of living space plus an amazing roof top deck with breathtaking city views. The location cannot be beat as it's located near downtown Denver, across the street from Mile High Stadium and easy access to Red Rocks. The home features beautiful hickory flooring and stunning finishes throughout with 5 bed/ 4.5 bath. The five-piece master suite includes a soaking tub, fireplace and walk in closet. Our home is a perfect fit for family reunions, business and social retreats, workshops, friendship summits and for centralized event gatherings around Mile High Stadium, the Highlands, Sloan's Lake and Downtown Denver. Great for Groups!  Guests are able to access the entire home and all of the amenities.  There are two front patios, a large rooftop deck, two car garage and full basement. Across the street from Mile High Stadium and Little Machine Brewery 0.4 Miles to Jefferson Park, Jeff Park Pu","The neighborhood is at the intersection of Jefferson Park and Sloan's Lake, across the street from Mile High Stadium.  We are conveniently located near everything Denver has to offer with easy access to all major highways.  There are several beautiful parks within walking distance or grab a city bike / scooter and be on your way.",1,1,1,8,565,260,500,16,5,5.0,House,Entire home/apt,39.74722,-105.0238,80211,200_or_more,2.7520484478194396,northwest,89,1,0
2036,"Modern Bungalow in Highlands/Tennyson neighborhood. This charming, sunny home is situated 3 blocks from trendy Tennyson Street. Less than 5 minute walk to breweries, restaurants, cafes, grocery stores, and Berkeley Lake (park, tennis courts, playground) and an 8 minute drive to downtown (Rockies stadium, Rino district, LoDo, and more). Enjoy our spacious kitchen, modern living spaces, and recently renovated backyard.","Modern Bungalow in Highlands/Tennyson neighborhood. This charming, sunny home is situated 3 blocks from trendy Tennyson Street. Less than 5 minute walk to breweries, restaurants, cafes, grocery stores, and Berkeley Lake (park, tennis courts, playground) and an 8 minute drive to downtown (Rockies stadium, Rino district, LoDo, and more). Enjoy our spacious kitchen, modern living spaces, and recently renovated backyard. This is our primary residence, but you will have the entire place to yourselves. NO Smoking (that includes BLUNTS or Spiffs, tobacco with weed mix). $100 additional cleaning fee if you smoke any tobacco products in the home. Do not disable or remove smoke/co detectors. Absolutely no parties.  No Tents or camping. No more than 6 people on the premises. No Smoking in the bedrooms. Surrender home as agreed or upon demand.  Need anything at all give me a call 24/7. Pay attention to the no parking signs for street sweeping. No tobacco in the house. Additional fee for cleaning d",0,4,6,6,6,110,75,750,2,1,1.0,Bungalow,Entire home/apt,39.77879,-105.0419,80212,100_200,2.0413926851582302,northwest,84,8,4
2043,Modern 3bedrooms 3 full baths + 2 lofts w/incredible outdoor entertainment area. Located in the center of town with numerous luxury amenities. Enjoy the contemporary style of this home with the personal warm touches that we have created to make this house a home! This home can comfortably host 6 guests (For extra guests or children needing a futon or pack and play please make a special request for exceptions to the total amount of people. Additional charges may apply). This is a newer listing.,"Modern 3bedrooms 3 full baths + 2 lofts w/incredible outdoor entertainment area. Located in the center of town with numerous luxury amenities. Enjoy the contemporary style of this home with the personal warm touches that we have created to make this house a home! This home can comfortably host 6 guests (For extra guests or children needing a futon or pack and play please make a special request for exceptions to the total amount of people. Additional charges may apply). This is a newer listing. Enjoy a fully stocked chefs kitchen, huge center island that seats four, plus indoor and out door dinning, gas stove, coffee and wine bar, upper level loft with comfy couch and TV, additional 2nd smaller loft space/study area, mud room and cozy open living room with gas fire place and huge collapsable doors that open the entire wall up to the outdoors. Enjoy the large outdoor fire pit with outdoor kitchen, large master suite with five piece bath and all the extra little things that you would expe","This neighborhood is extremely popular because of the location. The light rail station is just two blocks away where you can head to Downtown hassle free. Starbucks, is just 2.5 blocks to the south on Evans Ave along with all of the students favorite dinning spots including; Jerusalem's (a staple in Denver open till 2:00pm) Petes cafe, Poke, Jelly, Fermaentra Brewery and tap room, Spanky's Urban Roadhouse and more. A 15 min walk or 4 minute drive to the west are the very popular Shops and restaurants at Platt park including the best restaurant in Denver, Sushi Den! The shops at Wash park are only 6 minutes away. If you're down for a run around the park then just head 6 blocks to the north east and the 161 acre park will keep you and your family or friends entertained for the entire day. Enjoy paddle boarding, jogging paths, biking, rollerblading, basket ball, tennis, croquet or rent an paddle boat or multi person bike and explore the sights!",0,7,7,137,500,90,1000,7,3,3.0,House,Entire home/apt,39.68375,-104.96699,80210,200_or_more,2.6989700043360196,south,83,1,0
2051,"Great location!!! Condo in safe and quiet DTC neighboorhood. Easy access and less than a mile away to I-25 and I-225, close to light rail and bus stop, minutes from restaurants, shops, downtown, hospitals, Mile High Stadium, and walking distance to parks and trails. In order to keep and maintain unit clean please: - NO SHOES INSIDE - NO SMOKING INSIDE","Great location!!! Condo in safe and quiet DTC neighboorhood. Easy access and less than a mile away to I-25 and I-225, close to light rail and bus stop, minutes from restaurants, shops, downtown, hospitals, Mile High Stadium, and walking distance to parks and trails. In order to keep and maintain unit clean please: - NO SHOES INSIDE - NO SMOKING INSIDE The unit has all the essentials for a comfortable stay, it comes with two flat-screen TVs with local channels and Roku streaming options, bluetooth Bose speaker and stay connected with WiFi. There's a coin washer/dryer in the building for your convenience, laundry soap and softener are provided. One covered reserved parking included. Enjoy access to community pool (seasonal) and gym. New carpet and recent renovations! Access to entire place. I live one hour away in beautiful Colorado Springs and can drive to Denver anytime if needed, will always be available by phone/text. Convenient self-check in with lock box. ""Don't judge a book by its","""Don't judge a book by its cover."" The condo is located in an older building in a very safe and quiet neighborhood and community. Five minutes from the heart of DTC!!",0,6,9,123,55,50,100,4,1,1.0,Condominium,Entire home/apt,39.6384,-104.90173,80237,under_100,1.74036268949424,southeast,81,6,4
2063,"Private 3rd floor suite with Queen bedroom, bathroom, living room space with pull-out couch/bed, and exclusive use of the 3rd floor deck with mountain and city views.","Private 3rd floor suite with Queen bedroom, bathroom, living room space with pull-out couch/bed, and exclusive use of the 3rd floor deck with mountain and city views. The home is luxuriously furnished, comfortable and clean. We're on a quiet, tree-lined street in a historic neighborhood -- just moments away from all of the excitement Denver has to offer. After exploring Denver during the day, you'll be able to kick back on the outdoor couches on our rooftop patio and enjoy the sunset views! You will be staying on the third floor of a brand-new townhome. You'll have exclusive access to a queen bedroom, a full bathroom, a living room with an internet television and a couch that converts to a queen bed, and a large, wrap-around rooftop deck with cozy patio furniture and lighting.  You'll be sharing the kitchen, the downstairs living room and the ground-floor patios with the owners. We are fun and easy-going hosts and happy to share our knowledge of Denver with you. When we are home, we ar","The townhome is located in a historic Denver neighborhood with stately old trees,  just two miles from Downtown Union Station. Walk to the bustling restaurant scene of Jefferson Park or Highlands Square, or catch a game at nearby Mile High Stadium. Bike or Uber to nearby attractions including Elitch Gardens, Union Station, the Theater District, or the hip neighborhoods of LoHi and RiNo.",13,13,13,13,100,0,0,4,1,1.0,Townhouse,Private room,39.75271,-105.02824,80211,under_100,2.0,northwest,77,5,0
2105,"L .No (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb) This is newly renovated cozy walk out clean basement it has separate entrance and   two bedrooms ,new kitchen, very safe neighborhood ,washer and dryer , heather and AC ,also all kitchen essentials .   The location is 10 minutes from the airport, easy access to the highway,15 minutes from downtown ,2 mile distance for restaurant, and bars, grocery stores , bus stations, three miles  from newly  Gaylord hotel and resort. we are not allowed smoking marijuana in our property.","L .No (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb) This is newly renovated cozy walk out clean basement it has separate entrance and   two bedrooms ,new kitchen, very safe neighborhood ,washer and dryer , heather and AC ,also all kitchen essentials .   The location is 10 minutes from the airport, easy access to the highway,15 minutes from downtown ,2 mile distance for restaurant, and bars, grocery stores , bus stations, three miles  from newly  Gaylord hotel and resort. we are not allowed smoking marijuana in our property. excellent neighborhood Cross street but stop and 4 mile park and ride  near by king sooper and Walmart  store.",excellent neighborhood,0,0,1,88,69,50,500,5,2,1.0,House,Private room,39.79564,-104.73793,80249,under_100,1.8388490907372599,northeast,89,1,3
2111,"Come relax or explore the amazing city of Denver. This spacious 1,000 sq. feet condo is perfect for any traveler! There is cable and wireless internet as well as a 70"" TV to relax and watch movies. The kitchen is fully stocked with dishes, pots and pans for those who like to cook. The master bedroom has a very comfortable queen size bed. The second bedroom has a pullout queen sofa sleeper. We have 2 additional couches in the living room that can be utilized.","Come relax or explore the amazing city of Denver. This spacious 1,000 sq. feet condo is perfect for any traveler! There is cable and wireless internet as well as a 70"" TV to relax and watch movies. The kitchen is fully stocked with dishes, pots and pans for those who like to cook. The master bedroom has a very comfortable queen size bed. The second bedroom has a pullout queen sofa sleeper. We have 2 additional couches in the living room that can be utilized. Open living room with large patio space and full guest bath. Our place is good for couples, small groups, solo adventurers, and business travelers. This is a great location in the Hale neighborhood. 10-15 minute drive from downtown and about 30 minutes from DIA (airport), a mile from City Park and 2 miles from Cheeseman Park. Walking distance to Trader Joe's, restaurants, and bars. Guests will have access to the entire condo including but not limited to outside patio, kitchen, all living spaces, and laundry machine located in the u","This is a great location in the Hale neighborhood. 10-15 minute drive from downtown and about 30 minutes from DIA (airport), a mile from City Park and 2 miles from Cheeseman Park. Walking distance to Trader Joe's, restaurants, and bars.",0,4,4,4,90,0,0,5,2,1.0,Condominium,Entire home/apt,39.73234,-104.92922,80220,under_100,1.95424250943933,east,86,6,0
2114,"A queen bedroom with en-suite bathroom and private balcony in a newly-built, luxury home. Located in a historic neighborhood with stately trees, just minutes from downtown Denver.","A queen bedroom with en-suite bathroom and private balcony in a newly-built, luxury home. Located in a historic neighborhood with stately trees, just minutes from downtown Denver. Our home is luxuriously furnished, comfortable and clean. The bedroom suite is spacious, well-lit and comfortable. It includes a balcony with chairs and a small table; a queen-sized bed; and two chairs for reading or work. You'll have private access to your bedroom suite. You'll be sharing the kitchen, the living room and the front and back patio with the owners. We are fun and easy-going hosts and happy to share our knowledge of Denver with you. When we are home, we are happy to socialize. We're also happy to give you privacy. The townhome is located in a historic Denver neighborhood with stately old trees,  just two miles from Downtown Union Station. Walk to the bustling restaurant scene of Jefferson Park or Highlands Square, or catch a game at nearby Mile High Stadium. Bike or Uber to nearby attractions in","The townhome is located in a historic Denver neighborhood with stately old trees,  just two miles from Downtown Union Station. Walk to the bustling restaurant scene of Jefferson Park or Highlands Square, or catch a game at nearby Mile High Stadium. Bike or Uber to nearby attractions including Elitch Gardens, Union Station, the Theater District, or the hip neighborhoods of LoHi and RiNo.",13,13,13,13,80,0,0,2,1,1.0,Townhouse,Private room,39.75458,-105.02863,80211,under_100,1.9030899869919398,northwest,77,5,0
2135,"This amazing home is located in one of the trendiest neighborhoods of Denver and You'll love my spacious home which is just miles away from the airport and  20 minute drive to Downtown Denver, University Hospital and Children Hospital. My home is the perfect place for large groups, families, business travelers and kids!  * 6 bedrooms queen size bed and  31/2 baths. * 3288 finished square feet  * Hardwood floors  * Stainless steel appliances * Washer and Dryer  * 55 "" Cable TV with Free WIFI","This amazing home is located in one of the trendiest neighborhoods of Denver and You'll love my spacious home which is just miles away from the airport and  20 minute drive to Downtown Denver, University Hospital and Children Hospital. My home is the perfect place for large groups, families, business travelers and kids!  * 6 bedrooms queen size bed and  31/2 baths. * 3288 finished square feet  * Hardwood floors  * Stainless steel appliances * Washer and Dryer  * 55 "" Cable TV with Free WIFI *First floor - Living area with large  52""  flat screen TV, kitchen, office, laundry room and a 1/2 bath. *Second floor - 4 rooms  Master bedroom with queen bedroom  master bathroom tub and separate shower.  Two secondary bedrooms with queen beds, one full size bed and one full bathroom. *Basement -  large living area with large screen smart tv, 2 bedroom with queen bed and with full bathroom. This home is equipped with wifi, all the kitchen equipment you will need...and much much more! Guest have a",Quaint and private.,18,18,18,291,185,185,2000,11,6,3.5,House,Entire home/apt,39.77373,-104.75081,80249,100_200,2.2671717284030097,northeast,72,1,0
2173,"Sweet Denver Cape Cod - Charming One Bedroom house.  With a bedroom, office, full bathroom upstairs, open living-dining, full bathroom, and kitchen leading to an enclosed back yard downstairs, this 972 square foot home is the perfect size for one or two guests.  Located in Chaffee Park, get to the Highlands, RiNo, or downtown in 10-15 minutes. Head north to Boulder (a 25 minute drive), or Rocky Mountain National Park (an hour) No smoking, pets, or parties. This is my personal home.","Sweet Denver Cape Cod - Charming One Bedroom house.  With a bedroom, office, full bathroom upstairs, open living-dining, full bathroom, and kitchen leading to an enclosed back yard downstairs, this 972 square foot home is the perfect size for one or two guests.  Located in Chaffee Park, get to the Highlands, RiNo, or downtown in 10-15 minutes. Head north to Boulder (a 25 minute drive), or Rocky Mountain National Park (an hour) No smoking, pets, or parties. This is my personal home. This lovely home was built in 1947. It's 972 square feet, the perfect space for one or two people.  My two favorite features are the back yard, and the zen-like office upstairs.   There is no television, but plenty of books and games. You’ll have access to the entire home.  I do live here, so my personal items are in closets and drawers. There will be designated empty closets for guests on the first and second floor. The downstairs bathroom is set up for guests as well.  You’re welcome to park in the drivewa","Chaffee Park is close to Sunnyside and the Highlands, on the NW side of Denver. If you’re looking for a quiet place to relax, while being able to take a 10 minute Uber to RiNo or downtown, this is your place!  I do have two bicycles - if you want to use them, let me know in advance and I'll get them out for you.",4,12,12,12,54,120,0,2,1,2.0,House,Entire home/apt,39.7839,-105.00862,80221,under_100,1.73239375982297,northwest,78,1,2
2202,"New townhome (built in June 2017!) right in the Jefferson Park/Highlands neighborhood! 10 minute walk to upper Highlands, lower Highlands and 15-20 minute walk or 5 minute drive right to downtown Denver! There is a beautiful 3rd floor, furnished deck with mountain views and a grill! I live in the home full-time, however I only make it available on Airbnb when I am out of town, so you will have the home to yourself with ample space &  privacy (master bedroom and garage are locked while I'm away).","New townhome (built in June 2017!) right in the Jefferson Park/Highlands neighborhood! 10 minute walk to upper Highlands, lower Highlands and 15-20 minute walk or 5 minute drive right to downtown Denver! There is a beautiful 3rd floor, furnished deck with mountain views and a grill! I live in the home full-time, however I only make it available on Airbnb when I am out of town, so you will have the home to yourself with ample space &  privacy (master bedroom and garage are locked while I'm away). There is a digital keypad to get in and out of the front door, but I work just a mile away from the home and will be readily available in case you need anything. Downtown Jefferson Park is just 2 blocks away where you'll find a number of nice, neighborhood bars and restaurants (Sarto's is my favorite restaurant and right next door is 2914 Coffee!). You can also easily walk to both the upper and lower Highlands neighborhoods for a drink or great bite to eat. If you plan on going to the Bronco's","Downtown Jefferson Park is just 2 blocks away where you'll find a number of nice, neighborhood bars and restaurants (Sarto's is my favorite restaurant and right next door is 2914 Coffee!). You can also easily walk to both the upper and lower Highlands neighborhoods for a drink or great bite to eat. If you plan on going to the Bronco's game, the house is a mere 6 blocks away so you won't have to worry about parking or getting yourself to the game!",2,2,2,2,42,30,0,4,1,2.5,Townhouse,Entire home/apt,39.75775,-105.02288999999999,80211,under_100,1.6232492903979001,northwest,88,5,4
