,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
791,"Our private apartment is cozy and comfortable.  It's close to downtown, easy access to I-70 to head to the ski resorts.  Easy drive to many sites such as Sporting events, Red Rocks downtown and  many other locations. This downstairs unit is good for couples, adventure seekers and business travelers.","Our private apartment is cozy and comfortable.  It's close to downtown, easy access to I-70 to head to the ski resorts.  Easy drive to many sites such as Sporting events, Red Rocks downtown and  many other locations. This downstairs unit is good for couples, adventure seekers and business travelers. You can spend quiet time in the fenced back yard with shaded patio, water fountain and private 4 person hot tub. When you arrive, take sidewalk to side gate, there you will find a key box.  Enter the combo, one key will open the gate, be sure to lock the gate behind you.  A second key will unlock the back door taking you downstairs to the apartment entry.  Motion lights are installed. We hope to see you upon check in to answer any questions you may have. The Belmar Shopping Center is near by offering food and entertainment. Close proximity to all major sporting events via mass transit.  Go Broncos! The Light Rail parking garage is only a few blocks away.  You can ride to DIA or downtown wit",The Belmar Shopping Center is near by offering food and entertainment. Close proximity to all major sporting events via mass transit.  Go Broncos!,29,56,86,176,95,200,500,4,2,1.0,Guest suite,Entire home/apt,39.71583,-105.05117,80219,under_100,1.97772360528885,south,4,3,4
799,"Only 2 blocks from the convention center ! Also, the place is walking distance to 16th Street Mall, Union Station, Art Venues, Paramount Theatre, Civic Center Park, Sports Arenas and more!","Only 2 blocks from the convention center ! Also, the place is walking distance to 16th Street Mall, Union Station, Art Venues, Paramount Theatre, Civic Center Park, Sports Arenas and more! This is one bedroom and bathroom in my two bedroom condo. You will have your own private bathroom.  Your bedroom and bathroom are on the opposite side from mine.   Please no smoking cigarettes in the unit or on the back porch.  You'll love our back porch view of the Rocky Mountains, it's breathtaking!  Enjoy a cup of coffee out there before you start your day exploring or working. You'll have a Queen Bed in our guest room where you will stay. You will also have your own bathroom! Usually, a covered parking space is available, but if not, street parking isn't difficult and is right near the building. Please feel free to email, text or call me with any questions you have. The best part about our neighborhood is the location and proximity to anything you could want or need. You won't need a vehicle to e","The best part about our neighborhood is the location and proximity to anything you could want or need. You won't need a vehicle to enjoy Denver when you stay here, but if you do, there's usually a covered parking space available for you.  If not, street parking is pretty simple as well, and very close to the building.",30,58,83,83,49,0,0,2,1,1.0,Condominium,Private room,39.73515,-104.99566000000002,80204,under_100,1.69019608002851,central,7,6,1
802,Brick-built 1905 Art Studio. Located in the epicenter of  quaint Lower Highlands. 2 private rooms (up to 4 guests) “Best shared Air-Bnb in Denver” -everyone. ;),"Brick-built 1905 Art Studio. Located in the epicenter of  quaint Lower Highlands. 2 private rooms (up to 4 guests) “Best shared Air-Bnb in Denver” -everyone. ;) Our 4000 sq ft Art studio is one of the most popular shared bookings in Denver. Built in 1905, the studio is located in the epicenter of Denver’s quant LOHI (Lower Highlands) neighborhood.  We offer two private rooms and a private master bathroom, for you and your guests. (We can accommodate up to four).  Union station, Coor’s Field, as well as a host of Denver’s best voted restaurants and bars, are all within walking distance.  *Please see our Guidebook for a list of our favorites. Downstairs you will find an expansive working art studio. We spend most of our time toiling downstairs, and we welcome our guests to join us. You’ll have the opportunity to enjoy large original fine-art painting, and photography, finished work, as well as some in production. Our stunning kitchen adjoins the studio, and it’s a favorite gathering plac","“Lower Highlands is the unrivaled benefactor of Denver’s growth in the last few years.”  LODO is a quaint neighborhood, walking distance to downtown. Locals still call this “North Denver.” Its lined with beautiful wooded streets, and mix of historic homes and modern architecture.  The epicenter of Denver’s “foodie” culture, The Highlands is a weave of amazing breweries, restaurants, and bars. You can walk right across the span and pedestrian paths will take you to Lower Downtown and Coor’s Field.  Our location makes travel easy. We are located minutes to Union Station with access to downtown, and 25/I-70 within a quarter mile.",20,47,77,343,87,15,0,4,2,1.0,Villa,Private room,39.75902,-105.01713000000001,80211,under_100,1.93951925261862,northwest,13,14,2
805,"Let the light flood in, thanks to vaulted ceilings over 18 feet high, 4 large windows, and 6 skylights, while overhead strip lighting provides stylish further illumination. The funky interior includes dark hardwood floors and a striking canopy bed.","Let the light flood in, thanks to vaulted ceilings over 18 feet high, 4 large windows, and 6 skylights, while overhead strip lighting provides stylish further illumination. The funky interior includes dark hardwood floors and a striking canopy bed.","The cottage is located in the premier section of the popular City Park West neighborhood. Have prime access to Denver's expansive 320-acre park, and visit Denver Zoo plus The Museum of Nature and Science. Play golf, tennis, and horseshoes locally.",19,45,75,164,109,50,250,2,0,1.0,Guesthouse,Entire home/apt,39.74942,-104.96096000000001,80205,100_200,2.0374264979406203,central,15,0,2
809,"Charming 110 year-old duplex in popular Platt Park neighborhood, steps to Old South Pearl and South Broadway. Unit has light, updated, large rooms and has recently been refreshed. Neighborhood offers a number of restaurants, breweries, bars, coffee shops, boutiques & 2 music venues. 1.5 miles to University of Denver & nearby light rail access that can take you downtown, to Mile High Stadium, Pepsi Center/Six Flags, Union Station, Convention Center, Mission Ballroom, airport, and other areas.","Charming 110 year-old duplex in popular Platt Park neighborhood, steps to Old South Pearl and South Broadway. Unit has light, updated, large rooms and has recently been refreshed. Neighborhood offers a number of restaurants, breweries, bars, coffee shops, boutiques & 2 music venues. 1.5 miles to University of Denver & nearby light rail access that can take you downtown, to Mile High Stadium, Pepsi Center/Six Flags, Union Station, Convention Center, Mission Ballroom, airport, and other areas. Guests have access to a private back yard, washer and dryer and the fully stocked kitchen (pans, cooking utensils, keurig, etc... or whatever you may need to whip up a good meal or a cup of coffee). Typically I touch base a few nights prior to arrival and again the day prior to checkout. For the most part I like to leave my guests alone but I'm available for any questions before or during their stay. Platt Park is a very walkable neighborhood. Within a mile you have restaurants, bars, shops, galler","Platt Park is a very walkable neighborhood. Within a mile you have restaurants, bars, shops, galleries, breweries, dispensaries, convenience/grocery stores and access to light rail. The duplex is steps away from Old South Pearl which is the jewel of the neighborhood where you will find several blocks of diverse restaurant choices, local shops, galleries and coffee shops. Tons of character and lots of food choices! There are also several establishments on Broadway (2 blocks away) to enjoy as well.",24,51,80,80,120,50,250,4,1,1.0,Townhouse,Entire home/apt,39.680009999999996,-104.98413000000001,80210,100_200,2.0791812460476202,south,10,5,4
815,"Searching for the highest standard of luxury for your trip to Denver? Look no further. Welcome to this gorgeous, newly renovated building right in the middle of all the action. You will have the entire spacious floor to yourself and will be just blocks from 16th Street Mall, the Colorado State Capitol, and the hottest dining and nightlife spots downtown. Modern and upscale, this top-line unit offers the best of Denver.","Searching for the highest standard of luxury for your trip to Denver? Look no further. Welcome to this gorgeous, newly renovated building right in the middle of all the action. You will have the entire spacious floor to yourself and will be just blocks from 16th Street Mall, the Colorado State Capitol, and the hottest dining and nightlife spots downtown. Modern and upscale, this top-line unit offers the best of Denver. Open floor plans and spacious living areas combine to create more than enough room for your group, and deluxe furnishings contribute to a luxurious feel. The expansive kitchen features stainless steel WOLF appliances, granite countertops, 6-burner gas stove, dishwasher, 2 ovens, wine chiller, microwave, and a bar. The dining areas can seat up to 10 people: 6 at the glass-top dining table and 4 at the granite counter. The entertainment area offers plenty of comfortable seating around the large flat-screen TV, with a door out to the huge (2,000+ sqft) patio that runs the e","“From its early beginnings during the Gold Rush era, The Mile High City has always been a gathering place for diverse and creative people. Today, Denver is an outdoor city with a vibrant, walkable downtown offering urban adventures for all ages. Within a one-mile radius, you can kayak on the Platte River; explore some of the city’s best museums; shop at art galleries and boutiques; see a Broadway touring show; enjoy live music; ride a rollercoaster or cool off in a water park; and experience exciting professional sports. Downtown is also home to many of Denver’s top farm-to-table restaurants and innovative craft breweries, and the Denver Beer Trail is a great guide to sampling those local brews.  Downtown’s free 16th Street Mall shuttle makes it even easier to get around. Visit Larimer Square and the newly renovated Denver Union Station in historic Lower Downtown (Lodo), where Victorian buildings now house restaurants, galleries, shops, bars, brewpubs and coffee houses, or head to Denv",23,48,73,332,249,300,500,12,3,2.5,Condominium,Entire home/apt,39.74074,-104.99365,80204,200_or_more,2.3961993470957403,central,17,6,0
829,"Our place is close to the RTD Bus line going to Downtown Denver, Union Station, the Convention Center, the Pepsi Center and Regis University. We are close to the shops/restaurants in the Highlands and 6 blocks from Tennyson St.  Downtown Denver is about 3.5 miles away. Sports Authority field is close by for football. Easy access to I-70 for mountain skiing or snowboarding. Grocery/Liquor stores are less than a block away. Our place is good for couples, solo adventurers, and business travelers.","Our place is close to the RTD Bus line going to Downtown Denver, Union Station, the Convention Center, the Pepsi Center and Regis University. We are close to the shops/restaurants in the Highlands and 6 blocks from Tennyson St.  Downtown Denver is about 3.5 miles away. Sports Authority field is close by for football. Easy access to I-70 for mountain skiing or snowboarding. Grocery/Liquor stores are less than a block away. Our place is good for couples, solo adventurers, and business travelers. You will have the basement to yourself during your stay.  This is an old house and the ceilings in the basement are lower than usual. If you are over 6’2” then you will most likely not be comfortable here. Although we try to be quiet when we are awake early in the mornings, you may hear us moving around above you. We do provide ear plugs if you would like to use them. There is a private bathroom, private bedroom, small refrigerator and laundry facilities downstairs. We provide all linens, towels",Our neighborhood is very popular in Denver. There are a ton of restaurants and shopping nearby. There is never a shortage of things to do. If you like being outdoors you have easy access to two parks that are within a mile away. There are bike paths and bus routes close to the house.,18,48,77,77,49,30,125,2,1,1.0,Guest suite,Private room,39.77768,-105.03648999999999,80211,under_100,1.69019608002851,northwest,13,3,4
831,"Welcome to CannaBLISS! Pot-friendly (inside and outside), this 2-bdrm apt sleeps 4 and  couldn't be in a more appropriate location: The Green Mile where there's a rec dispensary on almost every corner! In fact, some of the best in Denver! Convenient to downtown by car or by public transportation. ( Leave your car in the off-street parking area right behind the building!) If you're coming to Denver to experience the  legalization of pot, this is definitely the perfect vacation rental.","Welcome to CannaBLISS! Pot-friendly (inside and outside), this 2-bdrm apt sleeps 4 and  couldn't be in a more appropriate location: The Green Mile where there's a rec dispensary on almost every corner! In fact, some of the best in Denver! Convenient to downtown by car or by public transportation. ( Leave your car in the off-street parking area right behind the building!) If you're coming to Denver to experience the  legalization of pot, this is definitely the perfect vacation rental. Early check-in and/or late check-out can be arranged, if available. The fee(s) depend(s) on actual time of early check-in and/or late check-out. Pets are not allowed. $250 will be charged if there is any evidence that a pet has been in the apartment. As you may know, Denver is enforcing new STR (Short Term Rental) regulations, in effect as of January 1, 2017. It applies to residential zones and requires that hosts be the primary residents (owners or tenants) and obtain licenses from the City. This listing",0,21,50,80,355,95,85,0,4,2,1.0,Apartment,Entire home/apt,39.67198,-104.9866,80210,under_100,1.97772360528885,south,10,2,2
837,"Cozy and classic room with queen bed in a quiet Park Hill neighborhood. Just a short drive from the artsy RINO area, where there is everything from craft coffee, phenomenal street murals, and great local eats. An easy Uber to Downtown or Union Station means that you'll be out of the hustle and noise, but can pop in for the day or night and then comeback to a neighborhood quiet.15 minutes away from the airport and just a 90-120 minute drive to CO's beautiful mountains and resorts.","Cozy and classic room with queen bed in a quiet Park Hill neighborhood. Just a short drive from the artsy RINO area, where there is everything from craft coffee, phenomenal street murals, and great local eats. An easy Uber to Downtown or Union Station means that you'll be out of the hustle and noise, but can pop in for the day or night and then comeback to a neighborhood quiet.15 minutes away from the airport and just a 90-120 minute drive to CO's beautiful mountains and resorts. There are towels in the drawer in your room if you need extra. Also an extra set of bedsheets in case of emergency.   You are allowed access to everything pictured. Kitchen, bathroom, living room, backyard Only method of contact is through the app.  I try to give you as much space as possible. Work keeps me occupied, but if you give enough notice I can be of service at times. Uber, Light Rail Only method of contact is through the app.  If you need extra towels please notify me first so I can keep inventory. Pl",0,30,60,89,94,45,20,450,2,1,1.0,House,Private room,39.75732,-104.9138,80207,under_100,1.65321251377534,east,1,1,4
840,"Come stay in our brand new, comfy home near some of the best parks in Denver and only 1 mile from downtown. Only a block away from some of the best breweries, cafes and restaurants in the city. Perfect for families, couples and groups of friends. It's a great home-base for exploring the sites in Denver (and the mountains) and for hanging out and kicking back.","Come stay in our brand new, comfy home near some of the best parks in Denver and only 1 mile from downtown. Only a block away from some of the best breweries, cafes and restaurants in the city. Perfect for families, couples and groups of friends. It's a great home-base for exploring the sites in Denver (and the mountains) and for hanging out and kicking back.",0,24,52,77,352,200,50,0,5,2,2.0,Bungalow,Entire home/apt,39.74308,-104.9679,80218,100_200,2.30102999566398,central,13,8,4
848,"-I provide a packed pipe, papers, a grinder and a rolling tray. Smoking weed inside is encouraged! :)  -Comfortable queen bed and local, organic coffee. -15-20 minutes to drive downtown or to the airport. 1 hr minimum for public transportation. -Must be cat friendly! -No blunts or tobacco inside please! -No hash oil or eating in the bedroom","-I provide a packed pipe, papers, a grinder and a rolling tray. Smoking weed inside is encouraged! :)  -Comfortable queen bed and local, organic coffee. -15-20 minutes to drive downtown or to the airport. 1 hr minimum for public transportation. -Must be cat friendly! -No blunts or tobacco inside please! -No hash oil or eating in the bedroom Colorful design. Relaxing atmosphere. Full kitchen. (So there is no confusion): This is a group home. The room next to yours may be booked during your stay and you will share the bathroom/kitchen/living room. Access to shared bathroom, kitchen and living room. Downstairs apartment is separate and off limits. I live here and will be popping in sporadically between work shifts. I live in a quiet neighborhood between the airport and downtown. The neighbors sometimes play loud music on the weekends. -Free parking here in my driveway or all the spaces available directly in front of my house. Directions for taking public transportation to the airport (1.5",I live in a quiet neighborhood between the airport and downtown. The neighbors sometimes play loud music on the weekends.,30,60,90,365,49,20,0,2,1,1.0,House,Private room,39.79732,-104.82813,80239,under_100,1.69019608002851,northeast,0,1,4
849,"Unique Victorian Mansion with a ton of history. Fully updated and exquisitely furnished with antique furniture. This 8 bedrooms house is a fully renovated Mansion. Few blocks East of Downtown (Uptown), walking distance to City Park, Denver Zoo, Kitchen Table Cafe, Syrup Restaurant, Museum of Natural History, 17th Avenue restaurants corridor. Heat, AC, cable TV, High-Speed Internet. Fully equipped kitchen. The Master Suite has its own living room, TV, kitchenette, and bathroom.","Unique Victorian Mansion with a ton of history. Fully updated and exquisitely furnished with antique furniture. This 8 bedrooms house is a fully renovated Mansion. Few blocks East of Downtown (Uptown), walking distance to City Park, Denver Zoo, Kitchen Table Cafe, Syrup Restaurant, Museum of Natural History, 17th Avenue restaurants corridor. Heat, AC, cable TV, High-Speed Internet. Fully equipped kitchen. The Master Suite has its own living room, TV, kitchenette, and bathroom. Why rent a basement when you can rent a Mansion?! Just read our 5-STAR REVIEWS and you will see why we are SUPER-HOSTS and why you will just love this place, like other guests, I promise.  Unique Victorian Mansion with a ton of history and mystery. I will email you the history pamphlet when you book. Fully updated and exquisitely furnished with antique furniture. This 8 bedroom/5 baths Mansion offers a unique living experience, 10 ft ceilings, Air Conditioning, 250+ cable TV channels, High-speed internet and free","The West City Park neighborhood encompasses City Park, the Denver Zoo, and the Denver Museum of Nature & Science. The neighborhood attracts many tourists and locals alike. Summer music festivals. Parc, lakes and Tennis Courts are all open to use freely. The City Park neighborhood was ranked one of the top 10 neighborhoods in the United States by REDFIN in 2015!",25,52,77,341,400,350,0,16,8,5.0,House,Entire home/apt,39.74812,-104.97198999999999,80205,200_or_more,2.60205999132796,central,13,1,2
857,"House is half a block from a Sprouts Natural Market, 4 blks from Whole Foods Market, and 5 blks from numerous restaurants. House is between two Light Rail stops which are a five minute walk away, and 10 minute drive from either Downtown Denver, Cherry Creek, or the Tech Center. There is an upscale kitchen and a 75"" 4K TV in the basement with lots of room to spread out. There is ultra high speed wireless throughout the house.    Discounted rides to and from DIA if time allows..","House is half a block from a Sprouts Natural Market, 4 blks from Whole Foods Market, and 5 blks from numerous restaurants. House is between two Light Rail stops which are a five minute walk away, and 10 minute drive from either Downtown Denver, Cherry Creek, or the Tech Center. There is an upscale kitchen and a 75"" 4K TV in the basement with lots of room to spread out. There is ultra high speed wireless throughout the house.    Discounted rides to and from DIA if time allows.. This is a 3 bedroom/3 bathroom house that has plenty of room to be comfortable.  There are two nice rooms open for people who would like to stay - one bedroom has a queen bed that sleeps two and the other bedroom has a twin bed.  There is a comfortable living room, a nice kitchen, and a great finished basement with a comfortable couch that can sleep one, and has a large TV.  House is solar powered, and there is a Tesla wall charger in the garage. There are two nice rooms with comfortable beds available for people","The Platt Park neighborhood is very convenient.  It is very close to Downtown Denver, the Tech Center, Wash Park, and Cherry Creek.  There are great restaurants within walking distance.",28,58,87,87,100,75,0,2,2,2.0,House,Private room,39.696220000000004,-104.98558,80210,under_100,2.0,south,3,1,0
863,"A room in a cozy eclectic home in historic north east Park Hill. Minutes from downtown Denver and Stapleton, located close to restaurants and dining, night-life, city and mountain activities. Easy access from the light rail and plenty of off street parking. My place is good for couples, solo adventurers, and business travelers.","A room in a cozy eclectic home in historic north east Park Hill. Minutes from downtown Denver and Stapleton, located close to restaurants and dining, night-life, city and mountain activities. Easy access from the light rail and plenty of off street parking. My place is good for couples, solo adventurers, and business travelers. A private room with a queen size bed. The bathroom, living room and kitchen are shared spaces. A private room with a queen size bed. upstairs bathroom, upstairs  living room and kitchen are shared spaces. Park Hill offers small enclaves of shops and businesses  22nd and Oneida Street Allegra’s Neapolitan Pizza, Spicy Thai II, Famous Philly Cheese Steaks & Beer Garden 22nd and Kearney Street Tables, The Denver Cupcake Truck, Neighbors, Cake Crumbs 23rd and Cherry Street The Cherry Tomato, Spinellis South Bakery, Bistro Barbès You can park your car on Niagara St.  right next to the house. Bus Stop at MLK Blvd & Niagara St - (URL HIDDEN) Light Rail - Central Park S","Park Hill offers small enclaves of shops and businesses  22nd and Oneida Street Allegra’s Neapolitan Pizza, Spicy Thai II, Famous Philly Cheese Steaks & Beer Garden 22nd and Kearney Street Tables, The Denver Cupcake Truck, Neighbors, Cake Crumbs 23rd and Cherry Street The Cherry Tomato, Spinellis South Bakery, Bistro Barbès",28,58,88,88,60,10,0,2,1,1.0,House,Private room,39.76251,-104.90952,80207,under_100,1.7781512503836399,east,2,1,4
867,"My place is a unique 1892 Victorian house located in the exciting South Broadway neighborhood without the noise of downtown.  You can walk to many restaurants, theaters, galleries, shops and bars. If you wish to travel to another location in Denver, public transportation is across the street (buses) or within walking distance (light rail).  My place is good for couples, solo adventurers, business travelers,  and furry friends (pets).","My place is a unique 1892 Victorian house located in the exciting South Broadway neighborhood without the noise of downtown.  You can walk to many restaurants, theaters, galleries, shops and bars. If you wish to travel to another location in Denver, public transportation is across the street (buses) or within walking distance (light rail).  My place is good for couples, solo adventurers, business travelers,  and furry friends (pets). Off Broadway B & B is located in an 1892 Victorian house at the exciting South Broadway/Baker neighborhood.  Your private room is smaller (103 sq. ft.), therefore the price is less than Bedroom 1.  Within this room is a queen size bed, warm comforter, egyptian cotton sheets, lots of pillows,  blanket, and a carafe of water with glasses.  There is a closet for storage and nightstand with a reading light.  A lock and key are provided for security.  Right around the corner is the bathroom which includes an antique claw-foot bathtub and towels. Pets that are h","The Baker/ South Broadway neighborhood is an exciting place to be with lots of restaurants, galleries, and nightclubs, if that is your ""cup of tea"".  Located only 1 1/2 miles from downtown without the traffic. noise and crime.",18,46,76,312,70,0,0,2,1,1.0,House,Private room,39.71604,-104.98753,80209,under_100,1.84509804001426,south,14,1,4
882,"Welcome to the hideaway by the highway!  Right off I-70 and about an hour away from most Colorado ski resorts, snowboard and skis available to use. The carriage house is its own private home with 1 bdrm (queen bed), 1 bath,  and a living room/kitchen area.T here is a pull out couch/bed (queen) in the living room. Carriage house can comfortably fit 4 adults and an air mattress if needed for children. House is .7 mi from Tennyson St Art District, 3 mi to Union Station and LoDo. 420 & LBGT Friendly","Welcome to the hideaway by the highway!  Right off I-70 and about an hour away from most Colorado ski resorts, snowboard and skis available to use. The carriage house is its own private home with 1 bdrm (queen bed), 1 bath,  and a living room/kitchen area.T here is a pull out couch/bed (queen) in the living room. Carriage house can comfortably fit 4 adults and an air mattress if needed for children. House is .7 mi from Tennyson St Art District, 3 mi to Union Station and LoDo. 420 & LBGT Friendly The Carriage House is a great little space that was just remodeled.  There is 2 rooms, one that is a living room/kitchen area, and the other is a bedroom and bathroom area.  Everything from the furniture to the roof, and paint on the walls is brand new!  There is an oven, stove, microwave and sink in the kitchen area.  55 in TV with a sofa pull out in the living room.  The bedroom has a desk as well as a queen size bed.  The bathroom has a stand up shower  and sink.  Outside there is a patio an","Our neighborhood is a very trendy part of Denver called Berkeley or the Highlands.  There are 2 art districts in my neighborhood, one on Tennyson street and the other on 32nd ave which is the main Highlands area. We have tons of recommendations of places in the area for food, drinks, shopping, entertainment, and smoking.",16,46,76,248,130,50,0,4,1,1.0,Guesthouse,Entire home/apt,39.78528,-105.03698999999999,80221,100_200,2.11394335230684,northwest,14,0,0
883,"Your personal oasis in the heart of Denver.  You will have an entire floor to yourself, about 1000 sq feet w/ a private interior door separate from upstairs. Perfect for a business traveler, a couple, friends, or small family (+ 1 small child) Complete lower level suite comes with huge master bedroom, plenty of closet and storage space, master bath, and sitting room. Tastefully decorated with pieces from my travels in Asia and Africa, you will feel truly at home in this warm private suite.","Your personal oasis in the heart of Denver.  You will have an entire floor to yourself, about 1000 sq feet w/ a private interior door separate from upstairs. Perfect for a business traveler, a couple, friends, or small family (+ 1 small child) Complete lower level suite comes with huge master bedroom, plenty of closet and storage space, master bath, and sitting room. Tastefully decorated with pieces from my travels in Asia and Africa, you will feel truly at home in this warm private suite. Beautiful, peaceful entire level suite complete with spacious bedroom including and sitting area. Space is approximately 1000 sq feet and all completely private.  Master bathroom with whirlpool jacuzzi tub & shower. Separate sitting room with television with an oversized couch perfect for a  3rd person (such as a small child-- probably not ideal for a 3rd adult).  Hospitality area with microwave, frig & coffee/ tea station perfect for making breakfast and warming up meals. Washer & dryer at your disp","Park Hill is a lovely historical neighborhood in Denver with lots of charm. The style of the neighborhood is Arts and Crafts and many homes including this one are of a tudor style. The neighborhood is quite friendly and very safe for early morning or evening strolls. City Park is a block a way and great for running 4-8 mile jogs. The City Park Golf Course (a public golf course) is also a block away, as is the Denver Zoo and the Museum of Science.",17,43,72,72,80,30,0,3,1,1.0,Guest suite,Entire home/apt,39.75888,-104.93951000000001,80207,under_100,1.9030899869919398,east,18,3,0
886,"One-bedroom standalone carriage house in the up-and-coming Jefferson Park neighborhood, which is exploding with development and a wealth of exciting new restaurants and nightlife. The neighborhood is developing rapidly, with two breweries, bars and restaurants, a large grocery. Great location, just blocks from I-25 for easy access north and south, and just across the bridge from the upscale Riverfront/Union Station areas of Denver. The A-Line commuter rail line now runs from airport to Denver.","One-bedroom standalone carriage house in the up-and-coming Jefferson Park neighborhood, which is exploding with development and a wealth of exciting new restaurants and nightlife. The neighborhood is developing rapidly, with two breweries, bars and restaurants, a large grocery. Great location, just blocks from I-25 for easy access north and south, and just across the bridge from the upscale Riverfront/Union Station areas of Denver. The A-Line commuter rail line now runs from airport to Denver. Recently furnished with modern furniture and art. Wood and other natural elements complement the treehouse feel of being up near the trees. Lots of light from tall corner windows. Every room has a window as there are no adjoining units. NOTE: A recent HOA rule change requires a six-month minimum stay (up to 184 nights depending on which months). It's all yours, including the large deck and a parking space. Jefferson Park is a great neighborhood, just across a bridge from Riverfront and downtown D","Jefferson Park is a great neighborhood, just across a bridge from Riverfront and downtown Denver. It's a quiet residential neighborhood with restaurants and bars and a few new local breweries.",30,60,81,81,100,75,0,4,1,1.0,Villa,Entire home/apt,39.75275,-105.02141,80211,under_100,2.0,northwest,9,14,4
887,"A room in a cozy eclectic home in historic north east Park Hill. Minutes from downtown Denver and Stapleton, located close to restaurants and dining, night-life, city and mountain activities. Easy access from the light rail and plenty of off street parking. My place is good for couples, solo adventurers, and business travelers.","A room in a cozy eclectic home in historic north east Park Hill. Minutes from downtown Denver and Stapleton, located close to restaurants and dining, night-life, city and mountain activities. Easy access from the light rail and plenty of off street parking. My place is good for couples, solo adventurers, and business travelers. A private room with a queen size bed. The bathroom, living room and kitchen are shared spaces. The living room with tv access, the kitchen, bathroom and the back patio for relaxation. Park Hill offers small enclaves of shops and businesses  22nd and Oneida Street Allegra’s Neapolitan Pizza, Spicy Thai II, Famous Philly Cheese Steaks & Beer Garden 22nd and Kearney Street Tables, The Denver Cupcake Truck, Neighbors, Cake Crumbs 23rd and Cherry Street The Cherry Tomato, Spinellis South Bakery, Bistro Barbès You can park your car on Niagara St.  right next to the house. Bus Stop at MLK Blvd & Niagara St - (URL HIDDEN) Light Rail - Central Park Station - 8200 Smith R","Park Hill offers small enclaves of shops and businesses  22nd and Oneida Street Allegra’s Neapolitan Pizza, Spicy Thai II, Famous Philly Cheese Steaks & Beer Garden 22nd and Kearney Street Tables, The Denver Cupcake Truck, Neighbors, Cake Crumbs 23rd and Cherry Street The Cherry Tomato, Spinellis South Bakery, Bistro Barbès",28,58,87,87,60,10,0,2,1,1.0,House,Private room,39.762609999999995,-104.90996000000001,80207,under_100,1.7781512503836399,east,3,1,4
889,"The house is located in the heart of the Platte Park neighborhood. This laid back neighborhood is quaint and friendly with locally owned shops and weekly farmer’s markets in the late spring through early fall. Walk down to Denver’s Old South Pearl Street to experience five star restaurants, coffee shops, local breweries and dispensaries.  There is always something going on,  and the location offers guests a great home base for them to explore all that Denver has to offer.","The house is located in the heart of the Platte Park neighborhood. This laid back neighborhood is quaint and friendly with locally owned shops and weekly farmer’s markets in the late spring through early fall. Walk down to Denver’s Old South Pearl Street to experience five star restaurants, coffee shops, local breweries and dispensaries.  There is always something going on,  and the location offers guests a great home base for them to explore all that Denver has to offer. The house is decorated in an east coast vibe that brings the ocean feel to the Rocky Mountains. Share the house common areas and luscious backyard patio. A gas-lit fireplace in an open kitchen-living room is available for socializing and story telling. Guest have access to the bathrooms though it is down on first floor of house from second floor of bedroom, kitchen, fantastic outside patio, living room, front porch and a king  size bed. Guests can socialize as much as wanted. Privacy will be respected. Hostess is know",Hipster neighborhood with a farmers' market on Sundays 9-2 (May thru Nov). Within walking distance of many dispensaries. Denver University is less than 5-minutes away. The infamous Old South Pearl is two blocks away with epic shopping and eateries with something to satisfy all guests.,30,60,90,360,130,30,0,2,1,1.5,House,Private room,39.68769,-104.97895,80210,100_200,2.11394335230684,south,0,1,2
892,"Nicely decorated, well furnished home in Denver's hottest neighborhood.  2 blocks from largest park/lake in Denver.  10 blocks from great restaurants and shops!","Nicely decorated, well furnished home in Denver's hottest neighborhood.  2 blocks from largest park/lake in Denver.  10 blocks from great restaurants and shops! There are 2 security cameras / motion detectors in the common areas: kitchen / living room - these are for SECURITY purposes and are NOT to be tampered with. Basement gym equipment - 2 decks and backyard! Sloans Lake / Highalnds is Denver's hottest neighborhood for good reason! 2 miles from Union Station 1 mile from Mile High Stadium 1 block from public bus 10 blocks from shops/restaurants 2 blocks from park/lake quick Uber or Lyft to most Denver attractions free street parking Listed with the City of Denver as a Short Term Rental permit # (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb)",Sloans Lake / Highalnds is Denver's hottest neighborhood for good reason!,28,58,87,87,750,300,1000,6,4,3.5,House,Entire home/apt,39.74948,-105.03925,80212,200_or_more,2.8750612633917005,northwest,3,1,3
911,"Located in the heart of the Highlands where you can walk to 32nd and Tennyson or take a $5 Uber to LoHi or Downtown.   You'll have access to the entire main floor with your own bedroom, bathroom, kitchen, and living room.","Located in the heart of the Highlands where you can walk to 32nd and Tennyson or take a $5 Uber to LoHi or Downtown.   You'll have access to the entire main floor with your own bedroom, bathroom, kitchen, and living room. You'll have access to the entire main floor which includes your private bedroom with queen size bed, full bathroom, kitchen, and living room. I'll be upstairs hanging with the dog if needed. Located in the heart of the Highlands you can easily walk to 32nd and Tennyson with all of the great restaurants, bars, and coffee shops you could want.  LoHi is a $5 Uber away and getting to Downtown is super convenient.","Located in the heart of the Highlands you can easily walk to 32nd and Tennyson with all of the great restaurants, bars, and coffee shops you could want.  LoHi is a $5 Uber away and getting to Downtown is super convenient.",30,60,89,89,150,0,0,2,1,1.0,House,Private room,39.76719,-105.03175,80211,100_200,2.17609125905568,northwest,1,1,4
