,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
226,Comfortable bedroom with large closet full bath tub next door in a private family home . Welcome to coffee and tea and to use family kitchen for snacks. Large back yard for sun and relaxation. No pets. Neighborhood is located in Southeast Denver near light rail and bus line in walking distance. Parking for private car is available. Discounts  for long term renters over 30 days and longer .,"Comfortable bedroom with large closet full bath tub next door in a private family home . Welcome to coffee and tea and to use family kitchen for snacks. Large back yard for sun and relaxation. No pets. Neighborhood is located in Southeast Denver near light rail and bus line in walking distance. Parking for private car is available. Discounts  for long term renters over 30 days and longer . Private bedroom with comfortable mattress pad on a Queen size bed.  Large TV   And large table with space for all your things. Have access to kitchen and back yard patio. You will love the view from your own patio with a great view of the neighborhood . You May relax in large living room. Easy access to I-25 and I -225 and walk to Walmart , restaurants and RTD.bus. I try to book with other Airbnb host all over the world but I am very friendly and love people.  Will communicate at your comfort level. Beautiful, well established neighborhood, with great friendly neighbors. Very close to I-25 and I-225","Beautiful, well established neighborhood, with great friendly neighbors. Very close to I-25 and I-225 to make access to the city very convenient and easy .",30,60,90,365,50,50,0,1,1,1.0,House,Private room,39.64861,-104.88696000000002,80237,under_100,1.69897000433602,southeast,0,1,0
227,"This 2 bedroom duplex house in friendly Clayton neighborhood can accommodate 10 comfortably. Nestled near the heart of the Denver metro area, you can walk to the A-line train from the airport to downtown.  Uber, Lyft, and the RTD bus line also provide easy access to wherever you want to go.  There are several bars, dispensaries, restaurants and small grocers within walking distance as well (1 mile or less). The space is 420 friendly.  All well behaved pets as well as humans are welcome.","This 2 bedroom duplex house in friendly Clayton neighborhood can accommodate 10 comfortably. Nestled near the heart of the Denver metro area, you can walk to the A-line train from the airport to downtown.  Uber, Lyft, and the RTD bus line also provide easy access to wherever you want to go.  There are several bars, dispensaries, restaurants and small grocers within walking distance as well (1 mile or less). The space is 420 friendly.  All well behaved pets as well as humans are welcome. This duplex home, built in the mid 40s has two bedrooms, one bathroom and a kitchenette.  You will have access to both bedrooms.  They both will have a queen bed with a twin bunk over the top and a fold out twin bed on wheels.  The blue couch converts to a queen bed, with extra beefing in the chase section. All linens are provided for both the bedrooms and bathroom, as well as any other bathroom essentials (soap, shampoo, toothpaste...). In the kitchenette you will find a two burner induction range, mic","You will be staying in the Clayton neighborhood, just north of City Park.  It is mostly residential and very quiet at night.  You are near access to the RTD bus line, the A-line to the airport, and just a short Lyft or Uber ride from downtown. There are a few hole in the wall restaurants and bars within walking distance.  There is a Walgreens on 36th and Colorado blvd less than a mile from the house and Uptown Grocery just 2 blocks south.",0,0,0,0,135,50,0,10,2,1.0,House,Entire home/apt,39.767720000000004,-104.94894,80205,100_200,2.13033376849501,central,90,1,4
228,"Hello and Welcome! Our house offers a spacious and brand new basement bedroom with a queen bed. There is a is an off street parking spot for you. The location is very close to RiNo, I70, Denver Coliseum, National Western Stock Show, City Park  and Downtown. Lovely backyard enclosed great for a Dog.","Hello and Welcome! Our house offers a spacious and brand new basement bedroom with a queen bed. There is a is an off street parking spot for you. The location is very close to RiNo, I70, Denver Coliseum, National Western Stock Show, City Park  and Downtown. Lovely backyard enclosed great for a Dog. Our house is a calm nest in the middle of Denver city! Come enjoy! Great backyard, front porch and the entire basement. There  is a new hip bar steps away and RiNo is walking distance with all amazing bars and restaurants. Close to the bus route going downtown. We work during the week, we both work some from our home office. We are blocks away River North Arts District (RiNo) with some of the best bars, brewery, art galleries and restaurants in Denver. Walk there in 15 min or bike or uber 5min. There are bus routes very close going into the city. Super close access to I-70.","We are blocks away River North Arts District (RiNo) with some of the best bars, brewery, art galleries and restaurants in Denver. Walk there in 15 min or bike or uber 5min.",30,60,89,89,78,50,0,2,1,1.0,House,Private room,39.766040000000004,-104.96056000000002,80205,under_100,1.8920946026904801,central,1,1,4
229,"Beautiful, newly renovated sunny private house in North City Park with queen-sized memory foam beds and classic hardwood floors.  2 Bedroom house, hot tub, grill, large private back yard, pull out Sofa. Sleeps 1-6.","Beautiful, newly renovated sunny private house in North City Park with queen-sized memory foam beds and classic hardwood floors.  2 Bedroom house, hot tub, grill, large private back yard, pull out Sofa. Sleeps 1-6. A private, sunny house with queen sized pillow-top beds and beautiful hardwood floors.  This listing is for a small 2 bedroom 1 bathroom house in the Skyland Park Neighborhood. The living room also features a pull out sofa (full size bed). The house comfortably accommodates 4 people, with the maximum capacity of 6.  We have a small dining table next to kitchen that accommodates up to 4 people. There are large front and backyards surrounding the house. There is also a big outdoor dining patio set and the backyard is fenced in for privacy. There will be ample street parking available around the home, which you won't find in a lot of other locations near downtown. We are happy to answer any questions in person or via message. Please let us know how we can make your stay more co","North City Park is the best of everything Denver has to offer. A short drive is the #1 new restaurant in Denver- The Plimoth.  City Park and Golf Course is only 5 blocks away where you can go see the Denver Zoo and the Denver Museum of Nature and Science (one of my favorites!). You will be 15 minute drive from the Colorado Convention Center, 10 minutes from 16th Street Mall, the main shopping district in the heart of Downtown Denver, 15 minutes from the Denver Art Museum, 10 minutes from National Western Complex, 10 minutes from Coors Field and 15 minutes from Sports Authority Field at Mile High Stadium, home of the Denver Broncos. The house is a 25 minute drive from Denver International Airport and 30 min to Red Rocks Amphitheater. This is a urban neighborhood five blocks from City Park and near downtown but quiet and without the crowdedness of being right downtown. You are near all the bus lines and the light rail station. You are very close to Colfax Street with the best music venue",0,7,27,50,119,60,400,6,2,1.0,House,Entire home/apt,39.75891,-104.95351000000001,80205,100_200,2.0755469613925297,central,63,1,0
231,"Two-story, one bedroom, City Park West Uptown Apartment.  We recommend this space for one or two adults. We offer a pack n' play for young children. We do not recommend this for those who have trouble with stairs as the one bedroom and bathroom are both upstairs.  Close to 17th Street restaurants and coffee shops, Cheesman Park, City Park, Congress Park, Botanic Gardens, two miles from Cherry Creek North. Carla Madison Recreation Center features fitness and pools, 2405 East Colfax Ave (0.6 mi.)","Two-story, one bedroom, City Park West Uptown Apartment.  We recommend this space for one or two adults. We offer a pack n' play for young children. We do not recommend this for those who have trouble with stairs as the one bedroom and bathroom are both upstairs.  Close to 17th Street restaurants and coffee shops, Cheesman Park, City Park, Congress Park, Botanic Gardens, two miles from Cherry Creek North. Carla Madison Recreation Center features fitness and pools, (Phone number hidden by Airbnb) East Colfax Ave (0.6 mi.) Great Location adjacent to a detached garage. Kitchen downstairs, bedroom and bathroom upstairs. Sleeps 2 adults and one child. New California King mattress! Access to the parking spot is from the alley between Gilpin and Franklin. License numb (Phone number hidden by Airbnb) Large private and gated parking lot.  Key access with a lock box on the property. If coming from Gilpin St., enter the property and walk all the way to the back of the driveway, you will see the d","Walking distance to many restaurant options, coffee shops and bars.  The location is also great for access to parks and downtown.",29,59,89,364,125,38,0,2,1,1.0,Apartment,Entire home/apt,39.74152,-104.96693,80218,100_200,2.0969100130080602,central,1,2,3
234,"This lovely garden level space is brightly lit and has everything you need to enjoy your stay in Denver.  Both dogs and children are welcome!  A queen sized bed, a big comfortable, sleep-able sofa, a kitchenette, wifi, and a great shower make this a delightful resting spot.","This lovely garden level space is brightly lit and has everything you need to enjoy your stay in Denver.  Both dogs and children are welcome!  A queen sized bed, a big comfortable, sleep-able sofa, a kitchenette, wifi, and a great shower make this a delightful resting spot. Beautiful space, bright views. Wifi, separate entrance, full fridge, convection/ microwave oven; bathroom with big shower, welcoming dining area. Also laundry facilities are available. I love meeting our guests and if I am not available, my delightful and capable assistant, Lauren, can help with anything. Of course, all units are private with private entrances, so no interaction at all is necessary.",0,0,0,0,0,115,100,500,2,1,1.0,Guest suite,Entire home/apt,39.781209999999994,-105.03773999999999,80212,100_200,2.06069784035361,northwest,90,3,0
235,"This is a perfect space for a light-weight traveler interested in a cute place to come home to each evening, with all the basic conveniences. It's in a very cool urban neighborhood with lots to offer to foodies, creatives, and adventurers.","This is a perfect space for a light-weight traveler interested in a cute place to come home to each evening, with all the basic conveniences. It's in a very cool urban neighborhood with lots to offer to foodies, creatives, and adventurers. This place has separate entrance and it is private. You will not disturb me or my neighbors. Walking distance to downtown. Check out the map, it's not a bad walk but these are big blocks. Minimum 20 minute walk to downtown or a 5 minute Lyft to LODO. Please refer to pic 22 and 24 for instruction on how to access the studio. Please do not disturb my tenants on the first floor of the main house. I am in and out of the house but if I am here I will be happy to introduce myself and give you tips on getting around Denver. Please feel free to text or call me if you have any questions regarding events or things to do in Denver. I am very outgoing so I am up to speed with what is going on in town. Also check out the westword local newspaper or check out this",(Website hidden by Airbnb),28,58,88,363,71,50,250,2,0,1.0,Guesthouse,Entire home/apt,39.7302,-104.99654,80204,under_100,1.8512583487190801,central,2,0,2
236,"One bedroom apartment in the vibrant Wash Park West/Baker neighborhood. Fully stocked with all the items you may need for a one night to one month stay. Management, my partner and I, are onsite for any questions.","One bedroom apartment in the vibrant Wash Park West/Baker neighborhood. Fully stocked with all the items you may need for a one night to one month stay. Management, my partner and I, are onsite for any questions. My partner Robert and I own the apartment community so you will get the benefit of having us on site incase you need anything! The apartment is in a 1920's building so there is some old charm. The apartment has an open kitchen/living room, separate bedroom and separate bathroom. The bathroom is only accessible from the bedroom (in case you will be staying with friends, good to know for who gets the bedroom.) The kitchen has most items for you to cook a full meal. Bathroom includes Dr Bronners shampoo/body wash, q-tips, and cotton balls. There is a luggage rack and clothes hangers in the walk-in closet. There are movies in the apartment hallway for you to borrow during your stay and books for your entertainment as well, feel free to leave a book or take a book! The building is","Within a very short walk you will find the South Broadway (SoBo) district with shops, restaurants, bars, coffee shops, pot shops, yoga, bowling, movies, and light grocery shopping. The neighborhood is becoming increasingly popular with all types of people and is great for people watching! During the week most places are open late and on the weekends most bars and restaurants are open till 2am or later.",9,33,63,324,99,55,250,3,1,1.0,Apartment,Entire home/apt,39.71407,-104.98527,80209,under_100,1.9956351945975501,south,27,2,7
237,"Modern-Remodeled 1940's Bungalow in popular upscale neighborhood packed with Comforts & Lux Amenities!  -Perfect for Couples, Families, Mature Groups, + Work Trips -Sun-Filled Fully Open Kitchen/Living/Dining -Privacy-Fenced Backyard with Fireplace room, Dining Deck, 'Mile High' Lounge, Grill & Lawn Games   -Coffee Bar, Home Theater (Netflix, HBO) -Bathrobes, Slippers +Welcome Gift -Baby Gear+Pet Supplies -DU Campus 6 blocks/Downtown 15min! -Walk: Starbucks, Restaurants, Park, Grocery &Lightrail","Modern-Remodeled 1940's Bungalow in popular upscale neighborhood packed with Comforts & Lux Amenities!  -Perfect for Couples, Families, Mature Groups, + Work Trips -Sun-Filled Fully Open Kitchen/Living/Dining -Privacy-Fenced Backyard with Fireplace room, Dining Deck, 'Mile High' Lounge, Grill & Lawn Games   -Coffee Bar, Home Theater (Netflix, HBO) -Bathrobes, Slippers +Welcome Gift -Baby Gear+Pet Supplies -DU Campus 6 blocks/Downtown 15min! -Walk: Starbucks, Restaurants, Park, Grocery &Lightrail Come in and RELAX as this stylishly remodeled single-family home boasts a modern and comfortable gathering layout, plus plenty of fun outdoor living spaces in the large private backyard to enjoy Denver’s sunny blue skies on a generous corner lot! The entire private property has been designed for a special guest experience – including extras for guests with babies or pets.  This house has hosted every type of guest from girls trips and families visiting DU students to musicians on tour, mileston","This home is in the upscale and very safe University Park neighborhood adjacent to the University of Denver. A historic park with kids area & tennis courts is only 1 block away.  The neighborhood has welcoming shady sidewalks to enjoy strolls along the blocks dotted with varied architectural mansions to the South and West towards campus. The area has lots of charm and is mostly populated by younger families, though it's very much a part of bustling Denver which means busy streets but also many conveniences within walking distances. Only 6 blocks West of the house is The University of Denver campus (DU) and the University Blvd street boarding it packed with many retail conveniences - Starbucks, many easy restaurants, Ben & Jerry's,  a few bars, banks/ATM, hair salons.  6 Blocks East is busy Colorado Blvd where all the larger retail stores are located - natural grocery store, huge Total Wines liqour store, gas station, post office, and chain eateries.  In just 1 mile is the 'University'",4,14,17,136,224,115,250,8,3,2.0,House,Entire home/apt,39.67801,-104.9499,80210,200_or_more,2.35024801833416,south,73,1,2
238,"Clean garden level studio apartment (with secure separate keyless entrance) that has been completely remodeled top to bottom. Walking distance to many restaurants, entertainment venues, museums, shopping, bars, parks, & minutes from downtown Denver. Rated the best Denver neighborhood by 5280 magazine!","Clean garden level studio apartment (with secure separate keyless entrance) that has been completely remodeled top to bottom. Walking distance to many restaurants, entertainment venues, museums, shopping, bars, parks, & minutes from downtown Denver. Rated the best Denver neighborhood by 5280 magazine! Private, clean, and spacious basement studio apartment. The apartment is furnished with many antiques to fit with the period of the home (Denver Square, built in 1896). Apartment includes bedroom, living/dining area, kitchenette (mini-fridge, microwave, blender, coffee pot, dishes, and silverware), and a full bath with a claw foot bathtub and Elizabethan hand held shower. The apartment features a queen size bed with a Doctor's Choice Pillow Top mattress. Please read my entire listing before booking, including the house rules. I am very thorough in my description of the apartment and expectations of guests.  Starting in January I will only be booking longer term booking (30 day or more). P","This centrally located apartment is walking distance to many amenities and attractions (see below). Sundays, in the summer, include a farmers market (9am-1pm) and Jazz in the Park (6-8pm) only a few blocks north.  The best part about this neighborhood is the solitude and safety of a well established neighborhood, but it's super close to several attractions and downtown Denver is only 2.3 miles away. Please see the guidebook at the bottom of the page that illustrates many of the nearby amenities.  Walk score: 85 out of 100. Nearby Attractions:  •Denver Zoo  •Denver Museum of Nature and Science  •Denver Botanic Gardens  •Denver Art Museum  •Vance Kirkland Museum  •Molly Brown House Museum  •Denver Firefighters Museum Walking Distance:  •Many restaurants (Shells and Sauce, Chef Zorbas (Greek, American, inexpensive breakfast), The Goods (vegan, veggie, carnivore cuisine), Chipotle Mexican Grill (local, healthy, fast Mexican food), Okinawa (sushi), Tacos, Tequila & Whiskey, Pepper Asian Bis",0,0,0,0,98,85,800,2,0,1.0,Guest suite,Entire home/apt,39.73572,-104.95532,80206,under_100,1.99122607569249,central,90,3,7
239,"Spacious, newly renovated, Victorian house located right in the middle between downtown Denver and City Park. The kitchen and family room were renovated in (Phone number hidden by Airbnb)  3 bed, 2.5 bath w/ 2 kings and 1 twin bed. Pets allowed. Driveway, TVs, Wi-Fi, BBQ, Washer-Dryer, wood floors. Family friendly close to shopping and restaurants. Extra play room with TV. Futon couch & inflatable mattress. 4 A/C Window units  Denver Airbnb license info: Account number: (Phone number hidden by Airbnb) Letter Id: L (Phone number hidden by Airbnb) Expires: 31-Dec (Phone number hidden by Airbnb)","Spacious, newly renovated, Victorian house located right in the middle between downtown Denver and City Park. The kitchen and family room were renovated in (Phone number hidden by Airbnb)  3 bed, 2.5 bath w/ 2 kings and 1 twin bed. Pets allowed. Driveway, TVs, Wi-Fi, BBQ, Washer-Dryer, wood floors. Family friendly close to shopping and restaurants. Extra play room with TV. Futon couch & inflatable mattress. 4 A/C Window units  Denver Airbnb license info: Account number: (Phone number hidden by Airbnb) Letter Id: L (Phone number hidden by Airbnb) Expires: 31-Dec (Phone number hidden by Airbnb) Victorian with many upgrades. It is a family friendly home though any age group will enjoy the space. There is a piano, lots of seating and a backyard. We have lots of items for kids, toys, pack-n-play, crib, trains and much more. The (Phone number hidden by Airbnb) renovation improvement focused on the kitchen and living room with wood floors, quartz countertops, gas stove, cabinets and new TV. T","Restaurants, bars, close to downtown, neighborhood feel. City Park is the largest park in Denver and is close by. The neighborhoods of Uptown, RiNo and Downtown are all close by.",2,2,2,6,175,85,145,5,3,2.5,House,Entire home/apt,39.75147,-104.97526,80205,100_200,2.24303804868629,central,88,1,3
240,Central location to the city and the mountains! Full kitchen with plenty of room for one other person plus myself! Walking distance to many restaurants and places to hangout around campus!,Central location to the city and the mountains! Full kitchen with plenty of room for one other person plus myself! Walking distance to many restaurants and places to hangout around campus!,0,0,0,0,0,60,0,0,1,1,1.0,Apartment,Shared room,39.67738,-104.96576,80210,under_100,1.7781512503836399,south,90,2,2
241,"This turn of the century home's first floor unit has been completely renovated with a beautiful new kitchen, new bathroom, new light fixtures, and new flooring. Walk to nearby beautiful Cheesman Park, The Denver Botanic Gardens, restaurants,Downtown!","This turn of the century home's first floor unit has been completely renovated with a beautiful new kitchen, new bathroom, new light fixtures, and new flooring. Walk to nearby beautiful Cheesman Park, The Denver Botanic Gardens, restaurants,Downtown! A lovely renovated apartment close to Downtown and just over 1 block to Cheesman Park. Large living room and bedroom with King bed. Living room has comfy full sized sofa bed. There is CABLE(Xfinity) with DVR in living room on HDTV - as well as DVD player and several movies. Local channels only in Bedroom TV. Wi-Fi in home. Renovated Kitchen has lovely stainless steel appliances, gas range/microwave, dishwasher, fridge with filtered water and ice maker. Shared Laundry (shared w/ 2 other units) in basement for guest use. Street parking only. You will have access to the entire 1 bedroom/1 bath apt, as well as the basement which is shared laundry with 2 other units. If you need anything at all, please don't hesitate to contact me via phone, ta","Beautifully tree lined neighborhood, next to Cheesman Park, with large Denver Square homes as well as updated and renovated apartments dispersed throughout. Walk to coffee shops, hardware stores, Grocery Stores, bars and restaurants.",12,42,72,344,120,80,200,4,1,1.0,Apartment,Entire home/apt,39.73506,-104.96992,80218,100_200,2.0791812460476202,central,18,2,0
243,Renovated 1925 brick bungalow. Centrally located off Speer Boulevard and the Cherry Creek bike path in historic Alamo Placita neighborhood and close to Wash Park.  Enjoy this comfortable home within walking distance to an array of local amenities!,"Renovated (Phone number hidden by Airbnb) brick bungalow. Centrally located off Speer Boulevard and the Cherry Creek bike path in historic Alamo Placita neighborhood and close to Wash Park.  Enjoy this comfortable home within walking distance to an array of local amenities! Enjoy the charm of this two bedroom, one bath historic brick bungalow with all the interior updates of a modern home and impeccably appointed with furniture from Room and Board. This home is ideal for two couples or a family of four since each bedroom has a queen size bed. Included is an amazing covered outdoor dining and eating space with a BBQ grill, outdoor propane heaters for those chillier nights and a hot tub to soak in after a long day of exploring Denver. Guests will have full access to the main floor of this home and shared access to the backyard outdoor space and a shared downstairs laundry room with the owner who resides part-time in a basement apartment. The garage has no access to the guests. As an airl","Over 20 restaurants are located within walking distance. Alamo Placita Park which includes a play ground, basketball court, picnic areas and amazing flower garden is one block away. The famous Cherry Creek Shopping district with an abundance of shopping, eateries, boutiques and art galleries is one mile away. The Cherry Creek bike path that connects to hundreds of miles of urban biking is half a block away. Also, the Denver Convention Center and Denver Center of the Performing Arts is less than two miles away.",25,50,80,355,199,100,500,4,2,1.0,Bungalow,Entire home/apt,39.72249,-104.97681999999999,80218,100_200,2.29885307640971,central,10,8,0
244,"Going skiing, to a show, brewery, or just passing through? Here's your home away from home. Easy Uber to all venues, zoo and downtown. Red rocks is 20 min by car. Private room (shared bath) in the middle of Denver. Next to a market+coffee shop that has free internet. Enjoy the room, kitchen, living room (with awesome booth) and a TV room. I like 5 stars reviews so please CAREFULLY read details before booking, double checking location in regards to your destination. License #: (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb)","Going skiing, to a show, brewery, or just passing through? Here's your home away from home. Easy Uber to all venues, zoo and downtown. Red rocks is 20 min by car. Private room (shared bath) in the middle of Denver. Next to a market+coffee shop that has free internet. Enjoy the room, kitchen, living room (with awesome booth) and a TV room. I like 5 stars reviews so please CAREFULLY read details before booking, double checking location in regards to your destination. License #: (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb) GREAT LOCATION - Private medium sized room with new Twin-over-full bunk bed (extra cot available). Space to stow your bags and gear. New windows and blinds in room. Plenty of free street parking. ** In the months of June, July and August, the room gets warm from about 8PM-12AM but cools dramatically in the Colorado night making for a pleasant morning. Ceiling fan and room fan provided. Also, just open the window after dark and the room cools right","1) Many Microbrews's right in the area including: Our Mutual Friend Brewery, Black Shirt Brewery, Spangalang, Great Divide Brewery, Ratio, Wynkoop, Zephyr and Breckenridge. You can walk (15-20 min) or ride a bike if you like OR parking is usually easy so you can drive (5 min) OR if you are worried about drinking too much, a cab is about $4-$5 so no need to drive or park. Just leave a trail of hops. Oh and I forgot FOOD TRUCKS galore!!! 2) Denver Zoo & Science Museum straight down the street. Coor's Field 20 min walk. Watch a game in the Rock Pile section for $4-$5 bucks. 3) 17th Street with Steuben's a food channel favorite. (25 min walk) Over 75 restaurants and coffee shops all within a 20 minute walk  4) Vegan Central with Denver's newest Vegan Bakery just a 2 min. stroll. City O City breakfast or Watercourse all 15 minutes walking OR a short bike ride 5) Restaurants and shopping on the 16th street mall is about a (20 minute walk) with a free mall bus that runs until 1am. Live music,",0,0,0,0,60,0,0,3,1,1.0,House,Private room,39.7522,-104.96668999999999,80205,under_100,1.7781512503836399,central,90,1,3
245,"This impeccably remodeled 1930's charmer is located in one of Denver's most coveted neighborhoods, Wash Park West.  Awesome location, $5 Uber to Downtown, the Convention Center, Cherry Creek - Walking distance to Wash Park (Denver's most popular park) and the Cherry Creek bike trail. Walk Score of 74 - walking distance to restaurants and coffee shops.  Thoughtful touches, modern, yet timeless, decor, high ceilings, light and bright. Includes Central Air Conditioning, full kitchen, washer/dryer!","This impeccably remodeled 1930's charmer is located in one of Denver's most coveted neighborhoods, Wash Park West.  Awesome location, $5 Uber to Downtown, the Convention Center, Cherry Creek - Walking distance to Wash Park (Denver's most popular park) and the Cherry Creek bike trail. Walk Score of 74 - walking distance to restaurants and coffee shops.  Thoughtful touches, modern, yet timeless, decor, high ceilings, light and bright. Includes Central Air Conditioning, full kitchen, washer/dryer! This home is an adorable little carriage house built in the 1930's right behind the main house.  Your own private space with everything you need. A full kitchen with stainless appliances, quartz counters, a marble backsplash and copper accents. There is a seating/workspace and a place to lounge. Separate bedroom and closet with washer/dryer and full bathroom. Separate Bedroom - Comfy Queen Bed (premium mattress) Full Kitchen Eating/Work Island A place to lounge - Loveseat Smart Cable TV (Xfinity","The Vibe: Local spots where urbanites and nearby residents—mostly 20- and 30-something renters, young-families, and homeowners—hang; foodies visiting the hood’s rich and varied selection of eateries; joggers finishing their loop at the adjacent Wash Park. Grub: Head to the French-inspired Vert Kitchen for homemade sandwiches (try the curried chicken), or a fast-casual brunch. (Or not so casual: They also sell bottles of champagne.) For Greek food—a genre that’s a little sparse in Denver—Pete’s Central One is a mainstay. Wash Park West is also a great destination for Asian cuisine, and Thai Basil, although a chain, serves up the best green curry in that neighborhood. Next door, Fontana Sushi rolls up creative specials, like the Spiderman, which adds extra crab, spicy mayo, and eel sauce to the already scrumptious Spider roll. Get Some Work Done: Head to the cutely named Wash Perk for a home-away-from-home spot to pull out the laptop. The wifi is password-free, the coffee is fresh, and t",0,0,0,0,65,85,150,2,1,1.0,Guesthouse,Entire home/apt,39.71342,-104.97507,80209,under_100,1.8129133566428601,south,90,0,0
246,"Lower level apartment in three story duplex. High ceilings and tons of overhead light and lamps.  Clean, cozy, private,  in a wonderful neighborhood 1 block to Sloan's lake.Close to Mile High Stadium, 2 miles to downtown, but still has a neighborhood feel. Plenty of  street parking.  You can park directly in front since we use the garage.  Bedroom can be  blacked out if desired. Bed is comfortable with quilted mattress pad. There are two windows but not a lake view.","Lower level apartment in three story duplex. High ceilings and tons of overhead light and lamps.  Clean, cozy, private,  in a wonderful neighborhood 1 block to Sloan's lake.Close to Mile High Stadium, 2 miles to downtown, but still has a neighborhood feel. Plenty of  street parking.  You can park directly in front since we use the garage.  Bedroom can be  blacked out if desired. Bed is comfortable with quilted mattress pad. There are two windows but not a lake view. 800 sq ft apartment with separate entrance and side yard, small kitchen, living room, washer/ dryer, walk-in closet, large bathroom.  It's a separate unit and we don't cross paths. There is a comfy couch with a leather ottoman someone can sleep on, and a queen air mattress that can be set up in the living room or the bedroom. BBQ, umbrella and portable chairs for side yard or to take to park on corner.  There are two adult bikes and a kid bike you can borrow. The private, separate entrance can be accessed on the right side",There is a 3 mile path around the lake that is great for a morning run or rollerblade.  The place is a 15-30 min walk/5 min bike ride to shops and restaurants. The location is 12 blocks away from Highlands on 32nd and Lowell with a nice selection of unique restaurants and bars.  Toast wine and spirit two blocks away so if you want to pick up a nice bottle of wine or some craft beer to enjoy while watching the sunset.  I have  two adult bike and one childrens bike available to use.,13,30,60,335,80,48,100,4,1,1.0,Condominium,Entire home/apt,39.74943,-105.03582,80211,under_100,1.9030899869919398,northwest,30,6,0
249,My home is a brick home with a beautiful back yard.  On street parking and close to bus system. Light rail is also close. Offering a nice private one bedroom and bathroom with great detail.  Great space for you to unwind; one who wants calm and quite environment.  Downtown is a short 20 minute drive,"My home is a brick home with a beautiful back yard.  On street parking and close to bus system. Light rail is also close. Offering a nice private one bedroom and bathroom with great detail.  Great space for you to unwind; one who wants calm and quite environment.  Downtown is a short 20 minute drive My space offers your private bath and access to washer and dryer for a low fee. You have closet and drawer space. Your own frig and coffee maker, nice space to relax . Nicely installed new updated carpeting! Guests can access the bedroom and bathroom. If they have something for cooking I prefer to help them. I must be home for any use of kitchen. Welcome to a quite and peaceful neighborhood. Public transit is very accessible! Colorado is now collecting Lodgers Tax Airbnb does not collect this and it is the hosts responsibility to collect a 10.75%. This will be collected when arriving.",Welcome to a quite and peaceful neighborhood.,26,56,86,175,45,28,300,2,1,1.5,House,Private room,39.66206,-105.04865,80236,under_100,1.65321251377534,southwest,4,1,4
250,"Great location, directly west of downtown along light rail & D9 bike path.   This '40's home is bright, cute & comfortable.  8 will be comfortable w/ a king, queen, double & hida-bed double, + airmat.  Owner has great AirBnB reviews.","Great location, directly west of downtown along light rail & D9 bike path.   This '40's home is bright, cute & comfortable.  8 will be comfortable w/ a king, queen, double & hida-bed double, + airmat.  Owner has great AirBnB reviews. It's a great brick home with big windows, maple hardwoods, and a lot of old house charm.   It's comfortably appointed, with nice [not extravagant] furniture.  There are two bedrooms & one four-piece bath on the main floor. The lower level has one conforming [with new egress window] bedroom, a family room and half bath [toilet and sink, but no shower].   This home very easily sleeps eight people with three beds [one in each bedroom], plus a double hid abed in the basement family room, plus an air mattress. Electronic doorknob and a lockbox back-up.  Two off-street parking spaces in the front yard.   There is a garage, but the door is clumsy for regular usage.  Large fenced backyard suitable for most dogs. Minimal, unless guests request more. This side of Sl","This side of Sloan’s Lake has recently become popular.  Colfax Ave, which is US Hwy 40, runs through the middle of the neighborhood at 25-30 mph.  Before I-70 was built in the 1960’s, it was the main E/W highway thru Denver, where travelers would come to stay.   Some call this neighborhood and block ""wonderfully urban-cool"".  Some others, who live in more suburban areas, might describe the neighborhood as “a bit gritty”.  There are still a few “no-tell"" motels nearby & used car dealerships - BUT, the neighborhood is quite wonderful with great architecture & very-wonderful neighbors. Now, there are lots of Subaru Outbacks, but the neighborhood hasn’t yet been overrun with Audis.   Its not yet the same as being in The Highlands, yet it is geographically very close – and it is incredibly more reasonably-priced.",0,0,0,0,78,70,0,8,3,2.0,House,Entire home/apt,39.7376,-105.04867,80204,under_100,1.8920946026904801,central,90,1,0
251,"4 Bedroom, 3 Bathroom home centrally located in Denver near Glendale & Cherry Creek. Our home is newly renovated with an open concept/kitchen, perfect for hosting. Family Friendly! One bedroom has a crib and we have a swing set in the backyard.","4 Bedroom, 3 Bathroom home centrally located in Denver near Glendale & Cherry Creek. Our home is newly renovated with an open concept/kitchen, perfect for hosting. Family Friendly! One bedroom has a crib and we have a swing set in the backyard. We love our home just east of Cherry Creek in Southeast Denver. We've remodeled the inside with a brand new kitchen/open concept - great for those who love to cook. We're renting the entire house, including 2 bedrooms upstairs (one with a crib which will be locked unless you have kiddos and want to rent this space) and a large guest room downstairs and an additional space downstairs with a bed. 4 beds total (1 King, 2 Queens, 1 Full). We've got 2 big couches and plenty of space for air mattresses if you need it. Please enjoy our backyard and grill and plenty of space! You'll have access to the entire house minus the rooms we've locked with our personal items. We won't be on-site at all, but available via phone for anything you need! We are in a","We are in a great location in Denver. Just 5 minutes to Cherry Creek Mall & shopping area, 10 minutes to Capital Hill, Wash Park and 15 minutes to downtown! About 30 minutes from Denver International Airport.",0,0,0,0,299,75,200,10,3,3.0,House,Entire home/apt,39.70113,-104.9214,80224,200_or_more,2.4756711883244304,southeast,90,1,0
